SampleId_1404,Region_1404,Group_1404,OriginalSampleName_1404,SampleId_1394,Region_1394,Group_1394,OriginalSampleName_1394,Distance,SameRegion
31,خراسان رضوی,G6,04-11,40,یزد,G9,94-36,2285.337928180495,False
32,خراسان رضوی,G6,04-16,1,سمنان,G1,94-1,1104.922850773561,False
32,خراسان رضوی,G6,04-16,2,سمنان,G1,94-2,1148.9714834035963,False
32,خراسان رضوی,G6,04-16,4,اصفهان,G2,94-5,909.7041254827597,False
32,خراسان رضوی,G6,04-16,9,زنجان,G3,94-7,765.6560841495719,False
32,خراسان رضوی,G6,04-16,10,زنجان,G3,94-8,1116.0395446273403,False
32,خراسان رضوی,G6,04-16,13,اراک,G4,94-9,749.8269635034804,False
32,خراسان رضوی,G6,04-16,20,خراسان شمالی,G5,94-13,2419.999643542916,False
32,خراسان رضوی,G6,04-16,24,خراسان رضوی,G6,94-21,1632.5864712330076,True
32,خراسان رضوی,G6,04-16,25,خراسان رضوی,G6,94-22,1035.8241021454548,True
32,خراسان رضوی,G6,04-16,26,خراسان رضوی,G6,94-25,1397.00167559977,True
32,خراسان رضوی,G6,04-16,27,خراسان رضوی,G6,94-26,1099.2249397406856,True
32,خراسان رضوی,G6,04-16,28,خراسان رضوی,G6,94-27,1628.1058263977798,True
32,خراسان رضوی,G6,04-16,29,خراسان رضوی,G6,94-28,1261.4076144370629,True
32,خراسان رضوی,G6,04-16,34,فارس,G7,94-30,1555.7124659409144,False
32,خراسان رضوی,G6,04-16,36,فارس,G7,94-32,1269.0321077824299,False
32,خراسان رضوی,G6,04-16,37,قم,G8,94-33,862.4458312627036,False
32,خراسان رضوی,G6,04-16,39,یزد,G9,94-35,1245.5145613628426,False
32,خراسان رضوی,G6,04-16,40,یزد,G9,94-36,1590.085406539366,False
33,خراسان رضوی,G6,04-18,1,سمنان,G1,94-1,775.0645607674014,False
33,خراسان رضوی,G6,04-18,2,سمنان,G1,94-2,705.0616941515985,False
33,خراسان رضوی,G6,04-18,4,اصفهان,G2,94-5,967.5905982316107,False
33,خراسان رضوی,G6,04-18,9,زنجان,G3,94-7,746.6791330046688,False
33,خراسان رضوی,G6,04-18,10,زنجان,G3,94-8,1052.4720152031523,False
33,خراسان رضوی,G6,04-18,13,اراک,G4,94-9,702.9608798600358,False
33,خراسان رضوی,G6,04-18,20,خراسان شمالی,G5,94-13,2075.7516229093935,False
33,خراسان رضوی,G6,04-18,24,خراسان رضوی,G6,94-21,1363.1486507683962,True
33,خراسان رضوی,G6,04-18,25,خراسان رضوی,G6,94-22,707.7080562026771,True
33,خراسان رضوی,G6,04-18,26,خراسان رضوی,G6,94-25,1202.4283552749719,True
33,خراسان رضوی,G6,04-18,27,خراسان رضوی,G6,94-26,726.9424297724911,True
33,خراسان رضوی,G6,04-18,28,خراسان رضوی,G6,94-27,1480.7411826277432,True
33,خراسان رضوی,G6,04-18,29,خراسان رضوی,G6,94-28,978.3777237340806,True
33,خراسان رضوی,G6,04-18,34,فارس,G7,94-30,1325.5630053924594,False
33,خراسان رضوی,G6,04-18,36,فارس,G7,94-32,1167.6541477551607,False
33,خراسان رضوی,G6,04-18,37,قم,G8,94-33,623.5048465764315,False
33,خراسان رضوی,G6,04-18,39,یزد,G9,94-35,1048.0687877434125,False
33,خراسان رضوی,G6,04-18,40,یزد,G9,94-36,1144.0921038248014,False
38,قم,G8,04-2,1,سمنان,G1,94-1,1467.7531466734017,False
38,قم,G8,04-2,2,سمنان,G1,94-2,1417.5884116796371,False
38,قم,G8,04-2,4,اصفهان,G2,94-5,1216.7906527122127,False
38,قم,G8,04-2,9,زنجان,G3,94-7,1027.1678641551696,False
38,قم,G8,04-2,10,زنجان,G3,94-8,748.4650479090093,False
38,قم,G8,04-2,13,اراک,G4,94-9,1020.5562602055605,False
38,قم,G8,04-2,20,خراسان شمالی,G5,94-13,2579.33485720333,False
38,قم,G8,04-2,24,خراسان رضوی,G6,94-21,1589.7704848501278,False
38,قم,G8,04-2,25,خراسان رضوی,G6,94-22,1121.16848989689,False
38,قم,G8,04-2,26,خراسان رضوی,G6,94-25,1251.1503393596076,False
38,قم,G8,04-2,27,خراسان رضوی,G6,94-26,1393.625893001909,False
38,قم,G8,04-2,28,خراسان رضوی,G6,94-27,1607.783302126928,False
38,قم,G8,04-2,29,خراسان رضوی,G6,94-28,1616.9208588335105,False
38,قم,G8,04-2,34,فارس,G7,94-30,1479.5844674526784,False
38,قم,G8,04-2,36,فارس,G7,94-32,1696.8494826219398,False
38,قم,G8,04-2,37,قم,G8,94-33,1122.432279434282,True
38,قم,G8,04-2,39,یزد,G9,94-35,1293.8935791449626,False
38,قم,G8,04-2,40,یزد,G9,94-36,1997.050972458042,False
41,قزوین,G10,04-8,1,سمنان,G1,94-1,724.7941141655408,False
41,قزوین,G10,04-8,2,سمنان,G1,94-2,783.5580173804854,False
41,قزوین,G10,04-8,4,اصفهان,G2,94-5,990.110367898009,False
41,قزوین,G10,04-8,9,زنجان,G3,94-7,1094.0333916336992,False
41,قزوین,G10,04-8,10,زنجان,G3,94-8,1532.421165725483,False
41,قزوین,G10,04-8,13,اراک,G4,94-9,1057.6432863460002,False
41,قزوین,G10,04-8,20,خراسان شمالی,G5,94-13,1872.1114048173022,False
41,قزوین,G10,04-8,24,خراسان رضوی,G6,94-21,1515.615390518877,False
41,قزوین,G10,04-8,25,خراسان رضوی,G6,94-22,985.0634162522584,False
41,قزوین,G10,04-8,26,خراسان رضوی,G6,94-25,1512.3656129000249,False
41,قزوین,G10,04-8,27,خراسان رضوی,G6,94-26,735.6701864059244,False
41,قزوین,G10,04-8,28,خراسان رضوی,G6,94-27,1557.4549655998815,False
41,قزوین,G10,04-8,29,خراسان رضوی,G6,94-28,754.8595974245629,False
41,قزوین,G10,04-8,34,فارس,G7,94-30,1473.9186663198884,False
41,قزوین,G10,04-8,36,فارس,G7,94-32,1022.0213080775488,False
41,قزوین,G10,04-8,37,قم,G8,94-33,953.8414831635564,False
41,قزوین,G10,04-8,39,یزد,G9,94-35,1217.879981754469,False
41,قزوین,G10,04-8,40,یزد,G9,94-36,791.913230072722,False
42,قزوین,G10,04-9,1,سمنان,G1,94-1,724.966537886025,False
42,قزوین,G10,04-9,2,سمنان,G1,94-2,942.315553295858,False
42,قزوین,G10,04-9,4,اصفهان,G2,94-5,1030.712963970636,False
42,قزوین,G10,04-9,9,زنجان,G3,94-7,1207.687837261826,False
42,قزوین,G10,04-9,10,زنجان,G3,94-8,1772.225420517463,False
42,قزوین,G10,04-9,13,اراک,G4,94-9,1143.6477373861176,False
42,قزوین,G10,04-9,20,خراسان شمالی,G5,94-13,1746.6383578457908,False
42,قزوین,G10,04-9,24,خراسان رضوی,G6,94-21,1584.7891794803986,False
42,قزوین,G10,04-9,25,خراسان رضوی,G6,94-22,1199.1826837217443,False
42,قزوین,G10,04-9,26,خراسان رضوی,G6,94-25,1721.6373655659386,False
42,قزوین,G10,04-9,27,خراسان رضوی,G6,94-26,852.0605722189006,False
42,قزوین,G10,04-9,28,خراسان رضوی,G6,94-27,1624.7802505552652,False
42,قزوین,G10,04-9,29,خراسان رضوی,G6,94-28,691.2123667044209,False
42,قزوین,G10,04-9,34,فارس,G7,94-30,1613.048406743298,False
42,قزوین,G10,04-9,36,فارس,G7,94-32,767.5212555319142,False
42,قزوین,G10,04-9,37,قم,G8,94-33,1099.7691976650356,False
42,قزوین,G10,04-9,39,یزد,G9,94-35,1311.011649727033,False
42,قزوین,G10,04-9,40,یزد,G9,94-36,599.1340760608069,False
43,لرستان,G11,04-24,1,سمنان,G1,94-1,946.1034824508639,False
43,لرستان,G11,04-24,2,سمنان,G1,94-2,887.2274248007768,False
43,لرستان,G11,04-24,4,اصفهان,G2,94-5,1287.1889004794002,False
43,لرستان,G11,04-24,9,زنجان,G3,94-7,1366.6839587490242,False
43,لرستان,G11,04-24,10,زنجان,G3,94-8,1698.4507969228273,False
43,لرستان,G11,04-24,13,اراک,G4,94-9,1322.3364618250255,False
43,لرستان,G11,04-24,20,خراسان شمالی,G5,94-13,1835.825762504986,False
43,لرستان,G11,04-24,24,خراسان رضوی,G6,94-21,1472.8259511726797,False
43,لرستان,G11,04-24,25,خراسان رضوی,G6,94-22,1125.2502022786925,False
43,لرستان,G11,04-24,26,خراسان رضوی,G6,94-25,1572.5848698075656,False
43,لرستان,G11,04-24,27,خراسان رضوی,G6,94-26,832.1757922721339,False
43,لرستان,G11,04-24,28,خراسان رضوی,G6,94-27,1679.457996460941,False
43,لرستان,G11,04-24,29,خراسان رضوی,G6,94-28,936.0257108036268,False
43,لرستان,G11,04-24,34,فارس,G7,94-30,1503.9688989383046,False
43,لرستان,G11,04-24,36,فارس,G7,94-32,1283.8658241449762,False
43,لرستان,G11,04-24,37,قم,G8,94-33,1184.7681441759485,False
43,لرستان,G11,04-24,39,یزد,G9,94-35,1315.3288408152482,False
43,لرستان,G11,04-24,40,یزد,G9,94-36,665.9543473618243,False
44,لرستان,G11,04-25,1,سمنان,G1,94-1,771.92467663952,False
44,لرستان,G11,04-25,2,سمنان,G1,94-2,811.6417849957355,False
44,لرستان,G11,04-25,4,اصفهان,G2,94-5,1014.730070257959,False
44,لرستان,G11,04-25,9,زنجان,G3,94-7,1008.945578164868,False
44,لرستان,G11,04-25,10,زنجان,G3,94-8,1515.4683852726805,False
44,لرستان,G11,04-25,13,اراک,G4,94-9,1027.5117902607567,False
44,لرستان,G11,04-25,20,خراسان شمالی,G5,94-13,1978.9592262354927,False
44,لرستان,G11,04-25,24,خراسان رضوی,G6,94-21,1596.297175825196,False
44,لرستان,G11,04-25,25,خراسان رضوی,G6,94-22,1006.691886623975,False
44,لرستان,G11,04-25,26,خراسان رضوی,G6,94-25,1539.306661946648,False
44,لرستان,G11,04-25,27,خراسان رضوی,G6,94-26,802.888657129942,False
44,لرستان,G11,04-25,28,خراسان رضوی,G6,94-27,1693.5507477609397,False
44,لرستان,G11,04-25,29,خراسان رضوی,G6,94-28,896.7419180840006,False
44,لرستان,G11,04-25,34,فارس,G7,94-30,1583.6408416810802,False
44,لرستان,G11,04-25,36,فارس,G7,94-32,1087.6351350476548,False
44,لرستان,G11,04-25,37,قم,G8,94-33,875.0196122530995,False
44,لرستان,G11,04-25,39,یزد,G9,94-35,1309.1009987676503,False
44,لرستان,G11,04-25,40,یزد,G9,94-36,820.9399836581291,False
