group,RegionLabel,N_1394,N_1404,SameRegionDistanceMean,OtherRegionDistanceMean,SameToOtherDistanceRatio,NearestSameRegionFraction,PermutationPValue,EvidenceRatioBelow1,EvidenceNearestAbove05
ALL,همه مناطق,18,25,1399.5086731865101,1364.8895936095157,1.0253640145980178,0.04,0.7031484257871065,False,False
G1,سمنان,2,1,2227.036793362121,2222.4953330422077,1.0020434060096302,0.0,0.7031484257871065,False,False
G2,اصفهان,1,4,1404.5734890868084,1393.0622447383814,1.0082632663342252,0.0,0.7031484257871065,False,False
G3,زنجان,2,2,1181.8615141548116,1045.2609747370375,1.1306855825667266,0.0,0.7031484257871065,False,False
G4,اراک,1,6,1106.6120345391207,1280.5011974964098,0.8642022644748236,0.0,0.7031484257871065,True,False
G5,خراسان شمالی,1,3,2485.6883837738415,1691.9378168097899,1.469136961818548,0.0,0.7031484257871065,False,False
G6,خراسان رضوی,6,4,1314.9749326052163,1302.4713632418786,1.0095998804397635,0.25,0.7031484257871065,False,False
G8,قم,1,1,1122.432279434282,1442.6737711932303,0.7780222402642853,0.0,0.7031484257871065,True,False
