ppm,reference_mean,target_mean,mean_difference,standardized_effect,absolute_effect
8.39394,0.7391177778869578,-0.5866823356893687,-1.3258001135763264,-10.007404634690237,10.007404634690237
8.39194,0.5903893128454585,-0.5234176663157999,-1.1138069791612584,-9.233019046460912,9.233019046460912
8.39294,0.6896102376813522,-0.5277179525903033,-1.2173281902716555,-8.947501494948655,8.947501494948655
6.37995,3.800120469447108,0.5526051474332313,-3.247515322013877,-8.56785004726005,8.56785004726005
6.38095,3.7561288894610554,0.5821864986461117,-3.173942390814944,-8.445287149035016,8.445287149035016
6.39995,3.1877185549355795,0.4054424832422484,-2.7822760716933312,-8.389956938082396,8.389956938082396
6.39095,3.5168929043475416,0.4411921597022402,-3.0757007446453013,-8.38436772886777,8.38436772886777
6.38795,3.694788849359679,0.5113052081962645,-3.1834836411634146,-8.3341142175068,8.3341142175068
6.39395,3.3755510828938102,0.4248199011605234,-2.950731181733287,-8.247656178088235,8.247656178088235
6.39295,3.4203895896211995,0.3940985408982417,-3.0262910487229577,-8.19799318533899,8.19799318533899
6.40195,3.0476091139735297,0.4090241011487196,-2.63858501282481,-8.096796342200399,8.096796342200399
6.38895,3.6599914259224042,0.5447594834018219,-3.115231942520582,-8.086991015121631,8.086991015121631
6.39895,3.205712044906881,0.4181471243465871,-2.787564920560294,-8.057320895406823,8.057320895406823
6.40295,2.961717938303528,0.40283031281623927,-2.5588876254872885,-7.999532844496369,7.999532844496369
6.37895,3.8054981183414913,0.5373635471431644,-3.2681345711983267,-7.999083156680239,7.999083156680239
6.38995,3.6029312816378387,0.5054462618398742,-3.0974850197979644,-7.980232736323698,7.980232736323698
6.38195,3.705339809712762,0.5444344305056296,-3.1609053792071324,-7.9343124763218,7.9343124763218
6.38395,3.6937555925271015,0.4881384560717358,-3.205617136455366,-7.923624830569879,7.923624830569879
6.38295,3.6631380557197257,0.5246001438136557,-3.13853791190607,-7.892162953877401,7.892162953877401
6.39495,3.399583039739955,0.43733608643928423,-2.962246953300671,-7.775083034328947,7.775083034328947
6.38495,3.676102519161077,0.4824750076675485,-3.1936275114935286,-7.759421160733934,7.759421160733934
6.37795,3.8217313465956613,0.5980160063594611,-3.2237153402362004,-7.745671575102656,7.745671575102656
6.40095,3.177008644543627,0.3883997148604647,-2.7886089296831624,-7.730701544890074,7.730701544890074
6.37595,3.823921211004901,0.5756280394587171,-3.248293171546184,-7.724395007683032,7.724395007683032
6.40395,2.9135135053382806,0.435049751503039,-2.4784637538352414,-7.598359104236466,7.598359104236466
6.40695,2.8698890749841137,0.4266808286558336,-2.4432082463282803,-7.519391052552739,7.519391052552739
6.39195,3.476668549133865,0.3821400693643839,-3.0945284797694814,-7.492735403314753,7.492735403314753
6.37695,3.8285238602756104,0.5992076136163847,-3.229316246659226,-7.429910789699628,7.429910789699628
6.37495,3.781580850941645,0.5549408966969034,-3.2266399542447415,-7.388704772175445,7.388704772175445
6.38695,3.6933557237821444,0.44988565392924407,-3.2434700698529,-7.342530002988611,7.342530002988611
6.40795,2.827467204671554,0.46067449554190665,-2.3667927091296472,-7.2390098964983425,7.2390098964983425
6.38595,3.710790677655023,0.42359801113233514,-3.287192666522688,-7.15738791188724,7.15738791188724
6.40895,2.7480629333665676,0.4764583001756909,-2.2716046331908766,-7.106136071097298,7.106136071097298
6.37195,3.8509199244841055,0.5658086338312617,-3.2851112906528437,-7.09678269097786,7.09678269097786
6.39595,3.2763861874292544,0.4338972931892115,-2.842488894240043,-7.0213536552508184,7.0213536552508184
6.39795,3.235567300214795,0.38884105140794467,-2.84672624880685,-6.97846987480997,6.97846987480997
6.37295,3.795699567459523,0.5630088340036297,-3.232690733455893,-6.904768418124071,6.904768418124071
6.37395,3.7682221044469064,0.5633860687575865,-3.20483603568932,-6.873881801431383,6.873881801431383
6.87295,-0.019686912881294417,-0.37318574553676565,-0.3534988326554712,-6.797121902261596,6.797121902261596
6.86795,0.003127738250116827,-0.4098942820006376,-0.4130220202507544,-6.788390439834552,6.788390439834552
6.39695,3.2086629422118573,0.4333119478552305,-2.775350994356627,-6.743610148711335,6.743610148711335
6.40995,2.6652729702538407,0.4857742649339392,-2.1794987053199013,-6.628970136782597,6.628970136782597
8.39094,0.4759853061571956,-0.4711476284753515,-0.9471329346325471,-6.58300964416882,6.58300964416882
6.41095,2.6374581453368955,0.4783164701655653,-2.1591416751713304,-6.511230160250877,6.511230160250877
6.37095,3.8426672554259973,0.6006242945778727,-3.2420429608481247,-6.445078476441908,6.445078476441908
6.40595,2.87163125088381,0.4183066979811657,-2.4533245529026444,-6.379560132344458,6.379560132344458
6.36695,3.8139751355200833,0.6711726260250944,-3.142802509494989,-6.271233514797977,6.271233514797977
6.40495,2.858186331948062,0.4062237147977212,-2.4519626171503406,-6.246979327093272,6.246979327093272
6.36395,3.7002453981317194,0.7811162835925572,-2.919129114539162,-6.243353459213943,6.243353459213943
6.36595,3.748126052643636,0.7065660151904868,-3.0415600374531495,-6.180435111283884,6.180435111283884
6.36995,3.8042383387107996,0.6355936752492538,-3.1686446634615457,-6.126336380043171,6.126336380043171
6.41195,2.5778575001817066,0.48041755179931755,-2.097439948382389,-6.1097450990728905,6.1097450990728905
6.85195,-0.01333048455866656,-0.41826912555610246,-0.40493864099743593,-6.0956026317999275,6.0956026317999275
6.86895,-0.037424820430755935,-0.3861168370993472,-0.34869201666859123,-6.067505715420732,6.067505715420732
6.36795,3.8029225940008087,0.6715561305724558,-3.131366463428353,-6.026484166794763,6.026484166794763
6.36495,3.6888158525254626,0.7509400006267402,-2.9378758518987222,-5.995464890575668,5.995464890575668
6.88495,-0.1022109591875216,-0.48987252590123387,-0.38766156671371227,-5.901590364217816,5.901590364217816
6.36295,3.7216357143287695,0.7256827433336347,-2.995952970995135,-5.8666750993016,5.8666750993016
6.36895,3.738888356608369,0.6632395568912912,-3.0756487997170776,-5.865857829803871,5.865857829803871
6.41495,2.5004676081106654,0.5059732138195143,-1.994494394291151,-5.7998581264124445,5.7998581264124445
6.88395,-0.07818058071455807,-0.4515666126231892,-0.3733860319086311,-5.770869619451475,5.770869619451475
8.96593,-0.8351844062992735,-1.0101005082515737,-0.17491610195230023,-5.743372643999663,5.743372643999663
6.36095,3.6490523725121298,0.7485050785715205,-2.900547293940609,-5.736253447675792,5.736253447675792
6.36195,3.7057205573395553,0.705321304580836,-3.0003992527587195,-5.668374693843622,5.668374693843622
8.49194,-0.8020269484111002,-1.0253738783561295,-0.22334692994502925,-5.564816804763302,5.564816804763302
8.52894,-0.7796400857350247,-1.002620248441225,-0.22298016270620025,-5.512769515699083,5.512769515699083
6.41595,2.519282219083874,0.4998728975496506,-2.0194093215342237,-5.454657255854816,5.454657255854816
6.43795,1.9884739517227468,0.3383411022764418,-1.650132849446305,-5.4357363367139,5.4357363367139
6.43895,1.9739738707007883,0.3070060981808903,-1.666967772519898,-5.399901614260048,5.399901614260048
5.87896,0.03137660600806488,0.8225235788921672,0.7911469728841023,5.343546359320455,5.343546359320455
6.41295,2.491097278003028,0.44632971183593295,-2.044767566167095,-5.3084623868300715,5.3084623868300715
6.41695,2.462012509953733,0.5024434910576578,-1.9595690188960753,-5.278190495341685,5.278190495341685
6.41395,2.4879465139669428,0.46864724840422317,-2.0192992655627195,-5.23911553500687,5.23911553500687
6.85795,-0.0075559005324689725,-0.42318578946922336,-0.4156298889367544,-5.2363567110021165,5.2363567110021165
8.39494,0.7671945881596711,-0.5826128212095482,-1.3498074093692192,-5.225347985320066,5.225347985320066
6.35895,3.6612047237744427,0.8211094784325931,-2.8400952453418498,-5.219585127689006,5.219585127689006
6.35795,3.6194471838032287,0.8555499000540892,-2.76389728374914,-5.205795643471542,5.205795643471542
6.35995,3.6324647100236227,0.7976788727034146,-2.834785837320208,-5.193157155374853,5.193157155374853
8.49294,-0.8342984599986704,-1.0143766314799827,-0.18007817148131233,-5.1504713635842005,5.1504713635842005
6.43695,2.006524468585291,0.3449774650482675,-1.6615470035370237,-5.137909385929422,5.137909385929422
8.45094,-0.7745610210787335,-0.9095146392499143,-0.1349536181711808,-5.090561837049986,5.090561837049986
8.48894,-0.7092389351313041,-1.000812892097678,-0.2915739569663739,-5.0888564319014495,5.0888564319014495
6.43595,2.013425137069544,0.3327419815291585,-1.6806831555403854,-5.085365103732783,5.085365103732783
5.55996,3.516078866390542,1.8133015251997622,-1.7027773411907796,-5.0676844625404165,5.0676844625404165
6.59295,0.19365852029454164,-0.2539064429536175,-0.4475649632481591,-5.031347412010329,5.031347412010329
6.85695,-0.009908093164395674,-0.40782161580954995,-0.3979135226451543,-5.023185312993147,5.023185312993147
6.35695,3.542406739126256,0.8156166155991007,-2.726790123527155,-5.011679202245805,5.011679202245805
