Model,PLSComponents,Preprocessing,PreprocessingCode,Modality,Split,Repeat,Fold,Accuracy,BalancedAccuracy,MacroF1
PLS-DA,4,AsLS + L2,asls_l2,250 nm,13,7,1,0.2,0.10606060606060605,0.06666666666666667
PLS-DA,4,AsLS + L2,asls_l2,250 nm,14,7,2,0.3,0.15833333333333333,0.1313131313131313
PLS-DA,4,AsLS + L2,asls_l2,250 nm,15,8,1,0.23809523809523808,0.20454545454545456,0.12698412698412698
PLS-DA,4,AsLS + L2,asls_l2,250 nm,16,8,2,0.2631578947368421,0.15,0.12121212121212123
PLS-DA,4,AsLS + L2,asls_l2,250 nm,17,9,1,0.19047619047619047,0.18181818181818182,0.15930735930735931
PLS-DA,4,AsLS + L2,asls_l2,250 nm,18,9,2,0.3157894736842105,0.19166666666666665,0.13528138528138528
PLS-DA,4,AsLS + L2,asls_l2,250 nm,19,10,1,0.2857142857142857,0.1590909090909091,0.10984848484848485
PLS-DA,4,AsLS + L2,asls_l2,250 nm,20,10,2,0.3157894736842105,0.175,0.13333333333333333
PLS-DA,4,AsLS + L2,asls_l2,250 nm,21,11,1,0.3,0.18939393939393936,0.12396694214876035
PLS-DA,4,AsLS + L2,asls_l2,250 nm,22,11,2,0.35,0.18333333333333332,0.1212121212121212
PLS-DA,4,AsLS + L2,asls_l2,250 nm,23,12,1,0.23809523809523808,0.11363636363636363,0.07045454545454545
PLS-DA,4,AsLS + L2,asls_l2,250 nm,24,12,2,0.3157894736842105,0.175,0.11515151515151514
PLS-DA,4,AsLS + L2,asls_l2,250 nm,25,13,1,0.3,0.20454545454545456,0.12012987012987013
PLS-DA,4,AsLS + L2,asls_l2,250 nm,26,13,2,0.2,0.10833333333333332,0.09539551357733175
PLS-DA,4,AsLS + L2,asls_l2,250 nm,27,14,1,0.23809523809523808,0.14393939393939392,0.09090909090909091
PLS-DA,4,AsLS + L2,asls_l2,250 nm,28,14,2,0.15789473684210525,0.1,0.09090909090909091
PLS-DA,4,AsLS + L2,asls_l2,250 nm,29,15,1,0.23809523809523808,0.14393939393939392,0.10606060606060605
PLS-DA,4,AsLS + L2,asls_l2,250 nm,30,15,2,0.21052631578947367,0.125,0.09714285714285714
PLS-DA,4,AsLS + L2,asls_l2,250 nm,31,16,1,0.2857142857142857,0.2196969696969697,0.19642857142857142
PLS-DA,4,AsLS + L2,asls_l2,250 nm,32,16,2,0.2631578947368421,0.15,0.11666666666666665
PLS-DA,4,AsLS + L2,asls_l2,250 nm,33,17,1,0.25,0.1515151515151515,0.13333333333333333
PLS-DA,4,AsLS + L2,asls_l2,250 nm,34,17,2,0.35,0.2583333333333333,0.17888888888888888
PLS-DA,4,AsLS + L2,asls_l2,250 nm,35,18,1,0.25,0.14393939393939392,0.10303030303030303
PLS-DA,4,AsLS + L2,asls_l2,250 nm,36,18,2,0.25,0.14166666666666666,0.12373737373737374
PLS-DA,4,AsLS + L2,asls_l2,250 nm,37,19,1,0.3,0.17424242424242423,0.11818181818181818
PLS-DA,4,AsLS + L2,asls_l2,250 nm,38,19,2,0.4,0.21666666666666665,0.15454545454545454
PLS-DA,4,AsLS + L2,asls_l2,250 nm,39,20,1,0.15,0.1212121212121212,0.09870129870129872
PLS-DA,4,AsLS + L2,asls_l2,250 nm,40,20,2,0.15,0.08333333333333333,0.06666666666666667
PLS-DA,4,AsLS + L2,asls_l2,308 nm,1,1,1,0.3,0.22727272727272727,0.14040404040404042
PLS-DA,4,AsLS + L2,asls_l2,308 nm,2,1,2,0.2,0.175,0.11255411255411256
PLS-DA,4,AsLS + L2,asls_l2,308 nm,3,2,1,0.2857142857142857,0.15909090909090906,0.11192443919716646
PLS-DA,4,AsLS + L2,asls_l2,308 nm,4,2,2,0.2631578947368421,0.25,0.12080808080808081
PLS-DA,4,AsLS + L2,asls_l2,308 nm,5,3,1,0.25,0.20454545454545456,0.1389277389277389
PLS-DA,4,AsLS + L2,asls_l2,308 nm,6,3,2,0.25,0.2,0.1382456140350877
PLS-DA,4,AsLS + L2,asls_l2,308 nm,7,4,1,0.2,0.13636363636363635,0.06493506493506493
PLS-DA,4,AsLS + L2,asls_l2,308 nm,8,4,2,0.3,0.225,0.14076923076923076
PLS-DA,4,AsLS + L2,asls_l2,308 nm,9,5,1,0.3,0.18181818181818182,0.14801864801864803
PLS-DA,4,AsLS + L2,asls_l2,308 nm,10,5,2,0.25,0.2,0.1575757575757576
PLS-DA,4,AsLS + L2,asls_l2,308 nm,11,6,1,0.15,0.10606060606060605,0.0487012987012987
PLS-DA,4,AsLS + L2,asls_l2,308 nm,12,6,2,0.25,0.15,0.1058638331365604
PLS-DA,4,AsLS + L2,asls_l2,308 nm,13,7,1,0.25,0.2196969696969697,0.13585858585858587
PLS-DA,4,AsLS + L2,asls_l2,308 nm,14,7,2,0.15,0.075,0.05656565656565657
PLS-DA,4,AsLS + L2,asls_l2,308 nm,15,8,1,0.2857142857142857,0.25757575757575757,0.19739351557533374
PLS-DA,4,AsLS + L2,asls_l2,308 nm,16,8,2,0.3157894736842105,0.175,0.11688311688311687
PLS-DA,4,AsLS + L2,asls_l2,308 nm,17,9,1,0.19047619047619047,0.20454545454545456,0.1256198347107438
PLS-DA,4,AsLS + L2,asls_l2,308 nm,18,9,2,0.21052631578947367,0.11666666666666665,0.06637806637806637
PLS-DA,4,AsLS + L2,asls_l2,308 nm,19,10,1,0.3333333333333333,0.2727272727272727,0.18961038961038962
PLS-DA,4,AsLS + L2,asls_l2,308 nm,20,10,2,0.21052631578947367,0.13333333333333333,0.09595959595959595
PLS-DA,4,AsLS + L2,asls_l2,308 nm,21,11,1,0.15,0.10606060606060605,0.0707070707070707
PLS-DA,4,AsLS + L2,asls_l2,308 nm,22,11,2,0.35,0.25,0.16416666666666666
PLS-DA,4,AsLS + L2,asls_l2,308 nm,23,12,1,0.23809523809523808,0.18181818181818182,0.09642857142857143
PLS-DA,4,AsLS + L2,asls_l2,308 nm,24,12,2,0.2631578947368421,0.21666666666666665,0.15047619047619049
PLS-DA,4,AsLS + L2,asls_l2,308 nm,25,13,1,0.25,0.18181818181818182,0.08741258741258741
PLS-DA,4,AsLS + L2,asls_l2,308 nm,26,13,2,0.3,0.2583333333333333,0.2204184704184704
PLS-DA,4,AsLS + L2,asls_l2,308 nm,27,14,1,0.19047619047619047,0.18181818181818182,0.10675990675990675
PLS-DA,4,AsLS + L2,asls_l2,308 nm,28,14,2,0.15789473684210525,0.1,0.06444444444444444
PLS-DA,4,AsLS + L2,asls_l2,308 nm,29,15,1,0.2857142857142857,0.23484848484848483,0.1694214876033058
PLS-DA,4,AsLS + L2,asls_l2,308 nm,30,15,2,0.15789473684210525,0.1,0.06703397612488521
PLS-DA,4,AsLS + L2,asls_l2,308 nm,31,16,1,0.2857142857142857,0.2424242424242424,0.1670995670995671
PLS-DA,4,AsLS + L2,asls_l2,308 nm,32,16,2,0.3684210526315789,0.225,0.1404040404040404
PLS-DA,4,AsLS + L2,asls_l2,308 nm,33,17,1,0.3,0.26515151515151514,0.1787878787878788
PLS-DA,4,AsLS + L2,asls_l2,308 nm,34,17,2,0.3,0.225,0.17529411764705882
PLS-DA,4,AsLS + L2,asls_l2,308 nm,35,18,1,0.2,0.12878787878787878,0.09848484848484848
PLS-DA,4,AsLS + L2,asls_l2,308 nm,36,18,2,0.25,0.225,0.1638095238095238
PLS-DA,4,AsLS + L2,asls_l2,308 nm,37,19,1,0.25,0.17424242424242423,0.13333333333333333
PLS-DA,4,AsLS + L2,asls_l2,308 nm,38,19,2,0.2,0.1,0.055944055944055944
PLS-DA,4,AsLS + L2,asls_l2,308 nm,39,20,1,0.25,0.18181818181818182,0.08999081726354453
PLS-DA,4,AsLS + L2,asls_l2,308 nm,40,20,2,0.25,0.2,0.12444444444444444
PLS-DA,4,AsLS + L2,asls_l2,Combined,1,1,1,0.3,0.20454545454545456,0.1313131313131313
PLS-DA,4,AsLS + L2,asls_l2,Combined,2,1,2,0.4,0.21666666666666665,0.1606060606060606
PLS-DA,4,AsLS + L2,asls_l2,Combined,3,2,1,0.2857142857142857,0.15909090909090906,0.11616161616161615
PLS-DA,4,AsLS + L2,asls_l2,Combined,4,2,2,0.3157894736842105,0.2,0.11818181818181818
PLS-DA,4,AsLS + L2,asls_l2,Combined,5,3,1,0.25,0.12878787878787878,0.09494949494949494
PLS-DA,4,AsLS + L2,asls_l2,Combined,6,3,2,0.2,0.1,0.08585858585858586
PLS-DA,4,AsLS + L2,asls_l2,Combined,7,4,1,0.3,0.17424242424242423,0.12525252525252523
PLS-DA,4,AsLS + L2,asls_l2,Combined,8,4,2,0.35,0.19166666666666665,0.13636363636363635
PLS-DA,4,AsLS + L2,asls_l2,Combined,9,5,1,0.3,0.1515151515151515,0.10043290043290044
PLS-DA,4,AsLS + L2,asls_l2,Combined,10,5,2,0.3,0.15,0.0965034965034965
PLS-DA,4,AsLS + L2,asls_l2,Combined,11,6,1,0.2,0.1515151515151515,0.07346189164370982
PLS-DA,4,AsLS + L2,asls_l2,Combined,12,6,2,0.3,0.15833333333333333,0.1292207792207792
PLS-DA,4,AsLS + L2,asls_l2,Combined,13,7,1,0.2,0.17424242424242423,0.10123966942148761
PLS-DA,4,AsLS + L2,asls_l2,Combined,14,7,2,0.2,0.1,0.07575757575757575
PLS-DA,4,AsLS + L2,asls_l2,Combined,15,8,1,0.23809523809523808,0.20454545454545456,0.14236521054702872
PLS-DA,4,AsLS + L2,asls_l2,Combined,16,8,2,0.21052631578947367,0.125,0.09494949494949494
PLS-DA,4,AsLS + L2,asls_l2,Combined,17,9,1,0.09523809523809523,0.06818181818181818,0.04292929292929293
PLS-DA,4,AsLS + L2,asls_l2,Combined,18,9,2,0.21052631578947367,0.11666666666666665,0.06464646464646463
PLS-DA,4,AsLS + L2,asls_l2,Combined,19,10,1,0.2857142857142857,0.1590909090909091,0.12534435261707988
PLS-DA,4,AsLS + L2,asls_l2,Combined,20,10,2,0.21052631578947367,0.10833333333333332,0.06468531468531469
PLS-DA,4,AsLS + L2,asls_l2,Combined,21,11,1,0.25,0.16666666666666666,0.12987012987012986
PLS-DA,4,AsLS + L2,asls_l2,Combined,22,11,2,0.4,0.20833333333333334,0.14801864801864803
PLS-DA,4,AsLS + L2,asls_l2,Combined,23,12,1,0.23809523809523808,0.11363636363636363,0.08760330578512397
PLS-DA,4,AsLS + L2,asls_l2,Combined,24,12,2,0.21052631578947367,0.11666666666666665,0.05827505827505827
PLS-DA,4,AsLS + L2,asls_l2,Combined,25,13,1,0.25,0.18181818181818182,0.08585858585858586
PLS-DA,4,AsLS + L2,asls_l2,Combined,26,13,2,0.15,0.08333333333333333,0.08051948051948053
PLS-DA,4,AsLS + L2,asls_l2,Combined,27,14,1,0.23809523809523808,0.14393939393939392,0.10173160173160173
PLS-DA,4,AsLS + L2,asls_l2,Combined,28,14,2,0.15789473684210525,0.1,0.061111111111111116
PLS-DA,4,AsLS + L2,asls_l2,Combined,29,15,1,0.19047619047619047,0.11363636363636363,0.0891053391053391
PLS-DA,4,AsLS + L2,asls_l2,Combined,30,15,2,0.21052631578947367,0.125,0.08686868686868687
PLS-DA,4,AsLS + L2,asls_l2,Combined,31,16,1,0.2857142857142857,0.2196969696969697,0.1683982683982684
PLS-DA,4,AsLS + L2,asls_l2,Combined,32,16,2,0.3157894736842105,0.175,0.1162534435261708
PLS-DA,4,AsLS + L2,asls_l2,Combined,33,17,1,0.35,0.2803030303030303,0.19264069264069264
PLS-DA,4,AsLS + L2,asls_l2,Combined,34,17,2,0.3,0.15,0.08636363636363636
PLS-DA,4,AsLS + L2,asls_l2,Combined,35,18,1,0.2,0.1212121212121212,0.0997245179063361
PLS-DA,4,AsLS + L2,asls_l2,Combined,36,18,2,0.3,0.15,0.1115702479338843
PLS-DA,4,AsLS + L2,asls_l2,Combined,37,19,1,0.25,0.1515151515151515,0.1313131313131313
PLS-DA,4,AsLS + L2,asls_l2,Combined,38,19,2,0.35,0.2,0.13776223776223775
PLS-DA,4,AsLS + L2,asls_l2,Combined,39,20,1,0.2,0.1515151515151515,0.07346189164370982
PLS-DA,4,AsLS + L2,asls_l2,Combined,40,20,2,0.3,0.15833333333333333,0.14430014430014426
