Model,PLSComponents,Preprocessing,PreprocessingCode,Modality,Split,Repeat,Fold,Accuracy,BalancedAccuracy,MacroF1
PLS-DA,4,SNV,snv,Combined,1,1,1,0.4,0.29545454545454547,0.22534435261707986
PLS-DA,4,SNV,snv,Combined,2,1,2,0.2,0.10833333333333332,0.09264069264069263
PLS-DA,4,SNV,snv,Combined,3,2,1,0.2857142857142857,0.1590909090909091,0.07954545454545454
PLS-DA,4,SNV,snv,Combined,4,2,2,0.3157894736842105,0.175,0.1162534435261708
PLS-DA,4,SNV,snv,Combined,5,3,1,0.3,0.1590909090909091,0.11776859504132231
PLS-DA,4,SNV,snv,Combined,6,3,2,0.3,0.175,0.15564738292011018
PLS-DA,4,SNV,snv,Combined,7,4,1,0.35,0.20454545454545456,0.13286713286713286
PLS-DA,4,SNV,snv,Combined,8,4,2,0.3,0.15,0.10606060606060605
PLS-DA,4,SNV,snv,Combined,9,5,1,0.4,0.2727272727272727,0.17217630853994492
PLS-DA,4,SNV,snv,Combined,10,5,2,0.3,0.15,0.09090909090909091
PLS-DA,4,SNV,snv,Combined,11,6,1,0.3,0.18181818181818182,0.12229437229437229
PLS-DA,4,SNV,snv,Combined,12,6,2,0.4,0.20833333333333334,0.16565656565656564
PLS-DA,4,SNV,snv,Combined,13,7,1,0.2,0.17424242424242423,0.0893939393939394
PLS-DA,4,SNV,snv,Combined,14,7,2,0.15,0.075,0.05325987144168962
PLS-DA,4,SNV,snv,Combined,15,8,1,0.2857142857142857,0.25,0.15261707988980716
PLS-DA,4,SNV,snv,Combined,16,8,2,0.21052631578947367,0.125,0.09610389610389608
PLS-DA,4,SNV,snv,Combined,17,9,1,0.23809523809523808,0.20454545454545456,0.10505050505050505
PLS-DA,4,SNV,snv,Combined,18,9,2,0.21052631578947367,0.125,0.06776859504132231
PLS-DA,4,SNV,snv,Combined,19,10,1,0.42857142857142855,0.3181818181818182,0.23116883116883116
PLS-DA,4,SNV,snv,Combined,20,10,2,0.21052631578947367,0.10833333333333332,0.06216006216006216
PLS-DA,4,SNV,snv,Combined,21,11,1,0.2,0.10606060606060605,0.08585858585858586
PLS-DA,4,SNV,snv,Combined,22,11,2,0.35,0.2,0.14848484848484847
PLS-DA,4,SNV,snv,Combined,23,12,1,0.2857142857142857,0.13636363636363635,0.10606060606060605
PLS-DA,4,SNV,snv,Combined,24,12,2,0.3684210526315789,0.24166666666666664,0.1414141414141414
PLS-DA,4,SNV,snv,Combined,25,13,1,0.2,0.11363636363636363,0.07272727272727274
PLS-DA,4,SNV,snv,Combined,26,13,2,0.25,0.13333333333333333,0.12396694214876032
PLS-DA,4,SNV,snv,Combined,27,14,1,0.19047619047619047,0.11363636363636363,0.0859504132231405
PLS-DA,4,SNV,snv,Combined,28,14,2,0.3157894736842105,0.175,0.1313131313131313
PLS-DA,4,SNV,snv,Combined,29,15,1,0.2857142857142857,0.2196969696969697,0.12029384756657482
PLS-DA,4,SNV,snv,Combined,30,15,2,0.2631578947368421,0.15,0.11019283746556473
PLS-DA,4,SNV,snv,Combined,31,16,1,0.38095238095238093,0.29545454545454547,0.21298701298701295
PLS-DA,4,SNV,snv,Combined,32,16,2,0.21052631578947367,0.1,0.06565656565656565
PLS-DA,4,SNV,snv,Combined,33,17,1,0.35,0.26515151515151514,0.17496392496392496
PLS-DA,4,SNV,snv,Combined,34,17,2,0.35,0.2,0.12536554354736174
PLS-DA,4,SNV,snv,Combined,35,18,1,0.35,0.20454545454545456,0.1396103896103896
PLS-DA,4,SNV,snv,Combined,36,18,2,0.4,0.225,0.14685314685314685
PLS-DA,4,SNV,snv,Combined,37,19,1,0.25,0.1515151515151515,0.1287157287157287
PLS-DA,4,SNV,snv,Combined,38,19,2,0.35,0.175,0.10649350649350647
PLS-DA,4,SNV,snv,Combined,39,20,1,0.25,0.1590909090909091,0.09595959595959594
PLS-DA,4,SNV,snv,Combined,40,20,2,0.25,0.125,0.09696969696969697
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,1,1,1,0.35,0.26515151515151514,0.1688311688311688
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,2,1,2,0.2,0.1,0.06837606837606837
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,3,2,1,0.14285714285714285,0.07575757575757575,0.0487012987012987
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,4,2,2,0.3157894736842105,0.2,0.1
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,5,3,1,0.2,0.09848484848484848,0.07107438016528925
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,6,3,2,0.15,0.1,0.07012987012987013
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,7,4,1,0.3,0.18181818181818182,0.12626262626262627
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,8,4,2,0.15,0.075,0.04958677685950413
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,9,5,1,0.3,0.16666666666666666,0.13636363636363635
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,10,5,2,0.2,0.1,0.06611570247933884
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,11,6,1,0.25,0.12878787878787878,0.10822510822510822
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,12,6,2,0.2,0.1,0.06926406926406926
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,13,7,1,0.15,0.09090909090909091,0.07272727272727274
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,14,7,2,0.15,0.075,0.048174048174048176
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,15,8,1,0.19047619047619047,0.11363636363636363,0.0756198347107438
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,16,8,2,0.10526315789473684,0.05,0.04428904428904429
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,17,9,1,0.09523809523809523,0.06818181818181818,0.04250295159386069
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,18,9,2,0.10526315789473684,0.06666666666666667,0.03636363636363637
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,19,10,1,0.14285714285714285,0.13636363636363635,0.07272727272727274
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,20,10,2,0.2631578947368421,0.13333333333333333,0.07142857142857142
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,21,11,1,0.35,0.19696969696969696,0.1313131313131313
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,22,11,2,0.3,0.18333333333333332,0.13892773892773894
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,23,12,1,0.19047619047619047,0.09090909090909091,0.06433566433566434
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,24,12,2,0.2631578947368421,0.14166666666666666,0.08181818181818182
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,25,13,1,0.3,0.20454545454545456,0.12420912420912421
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,26,13,2,0.15,0.075,0.03636363636363637
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,27,14,1,0.14285714285714285,0.08333333333333333,0.04242424242424243
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,28,14,2,0.15789473684210525,0.075,0.05627705627705628
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,29,15,1,0.19047619047619047,0.09848484848484848,0.061983471074380174
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,30,15,2,0.10526315789473684,0.075,0.03925619834710744
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,31,16,1,0.14285714285714285,0.07575757575757575,0.04450095359186269
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,32,16,2,0.2631578947368421,0.15,0.10649350649350647
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,33,17,1,0.2,0.16666666666666666,0.11969696969696969
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,34,17,2,0.3,0.175,0.1212121212121212
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,35,18,1,0.2,0.10606060606060605,0.0974025974025974
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,36,18,2,0.25,0.125,0.10606060606060605
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,37,19,1,0.15,0.07575757575757575,0.053946053946053944
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,38,19,2,0.2,0.1,0.0404040404040404
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,39,20,1,0.15,0.10606060606060605,0.07575757575757575
PLS-DA,4,AsLS + SNV,asls_snv,440 nm,40,20,2,0.05,0.025,0.01515151515151515
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,1,1,1,0.3,0.17424242424242423,0.11760461760461759
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,2,1,2,0.3,0.2333333333333333,0.16233766233766234
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,3,2,1,0.2857142857142857,0.22727272727272727,0.20188902007083823
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,4,2,2,0.3684210526315789,0.225,0.16291208791208792
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,5,3,1,0.25,0.12878787878787878,0.08441558441558442
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,6,3,2,0.35,0.19166666666666665,0.1575757575757576
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,7,4,1,0.35,0.22727272727272727,0.1616161616161616
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,8,4,2,0.4,0.21666666666666665,0.1515151515151515
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,9,5,1,0.35,0.19696969696969696,0.13073593073593073
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,10,5,2,0.3,0.15,0.08391608391608392
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,11,6,1,0.3,0.19696969696969696,0.12626262626262627
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,12,6,2,0.3,0.15833333333333333,0.1305194805194805
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,13,7,1,0.2,0.11363636363636363,0.06818181818181818
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,14,7,2,0.35,0.19166666666666665,0.14820936639118457
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,15,8,1,0.2857142857142857,0.23484848484848483,0.1370851370851371
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,16,8,2,0.15789473684210525,0.075,0.06818181818181818
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,17,9,1,0.19047619047619047,0.18181818181818182,0.15353535353535355
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,18,9,2,0.3684210526315789,0.21666666666666665,0.1564935064935065
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,19,10,1,0.23809523809523808,0.13636363636363635,0.09567099567099566
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,20,10,2,0.2631578947368421,0.13333333333333333,0.06875477463712758
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,21,11,1,0.2,0.1212121212121212,0.08290699199790108
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,22,11,2,0.3,0.15,0.09366391184573003
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,23,12,1,0.19047619047619047,0.09090909090909091,0.06942148760330578
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,24,12,2,0.42105263157894735,0.24166666666666664,0.15564738292011018
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,25,13,1,0.35,0.22727272727272727,0.1515151515151515
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,26,13,2,0.25,0.13333333333333333,0.11963793781975599
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,27,14,1,0.23809523809523808,0.16666666666666666,0.10757575757575757
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,28,14,2,0.05263157894736842,0.025,0.03636363636363637
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,29,15,1,0.2857142857142857,0.15909090909090906,0.11085858585858586
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,30,15,2,0.3157894736842105,0.175,0.12727272727272726
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,31,16,1,0.19047619047619047,0.10606060606060605,0.10173160173160173
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,32,16,2,0.3157894736842105,0.175,0.12857142857142856
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,33,17,1,0.25,0.16666666666666666,0.1347107438016529
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,34,17,2,0.3,0.225,0.1482051282051282
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,35,18,1,0.3,0.17424242424242423,0.12294372294372295
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,36,18,2,0.25,0.125,0.08631772268135905
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,37,19,1,0.25,0.1515151515151515,0.09943591761773579
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,38,19,2,0.25,0.125,0.09464285714285714
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,39,20,1,0.15,0.09848484848484848,0.08658008658008658
PLS-DA,4,AsLS + SNV,asls_snv,250 nm,40,20,2,0.25,0.13333333333333333,0.11688311688311687
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,1,1,1,0.3,0.22727272727272727,0.13544536271809
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,2,1,2,0.3,0.25,0.18037518037518038
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,3,2,1,0.19047619047619047,0.10606060606060605,0.05827505827505827
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,4,2,2,0.2631578947368421,0.225,0.13722222222222222
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,5,3,1,0.3,0.22727272727272727,0.13789846517119245
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,6,3,2,0.25,0.2,0.13999999999999999
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,7,4,1,0.3,0.20454545454545456,0.1263544536271809
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,8,4,2,0.25,0.2,0.11688311688311687
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,9,5,1,0.25,0.1590909090909091,0.1212121212121212
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,10,5,2,0.25,0.125,0.09090909090909091
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,11,6,1,0.15,0.10606060606060605,0.050505050505050504
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,12,6,2,0.2,0.125,0.08356290174471993
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,13,7,1,0.25,0.2121212121212121,0.1409090909090909
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,14,7,2,0.15,0.075,0.02727272727272727
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,15,8,1,0.23809523809523808,0.2196969696969697,0.13333333333333333
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,16,8,2,0.2631578947368421,0.15,0.09504132231404959
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,17,9,1,0.23809523809523808,0.25,0.12667332667332667
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,18,9,2,0.2631578947368421,0.14166666666666666,0.07676767676767676
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,19,10,1,0.3333333333333333,0.2727272727272727,0.1857142857142857
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,20,10,2,0.21052631578947367,0.11666666666666665,0.1007936507936508
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,21,11,1,0.25,0.17424242424242423,0.16233766233766234
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,22,11,2,0.3,0.225,0.15538847117794485
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,23,12,1,0.2857142857142857,0.22727272727272727,0.15227272727272725
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,24,12,2,0.15789473684210525,0.10833333333333332,0.11176470588235295
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,25,13,1,0.25,0.18181818181818182,0.08585858585858586
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,26,13,2,0.3,0.25,0.1481168831168831
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,27,14,1,0.23809523809523808,0.2196969696969697,0.17424242424242423
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,28,14,2,0.2631578947368421,0.175,0.12245179063360881
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,29,15,1,0.09523809523809523,0.1212121212121212,0.045454545454545456
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,30,15,2,0.2631578947368421,0.25,0.19077134986225897
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,31,16,1,0.3333333333333333,0.26515151515151514,0.19531680440771348
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,32,16,2,0.2631578947368421,0.175,0.10589410589410587
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,33,17,1,0.25,0.23484848484848483,0.14567099567099567
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,34,17,2,0.35,0.275,0.24640522875816995
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,35,18,1,0.35,0.29545454545454547,0.21414141414141416
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,36,18,2,0.3,0.25,0.18053221288515403
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,37,19,1,0.25,0.17424242424242423,0.1393939393939394
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,38,19,2,0.25,0.2,0.13636363636363635
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,39,20,1,0.2,0.13636363636363635,0.06818181818181818
PLS-DA,4,AsLS + SNV,asls_snv,308 nm,40,20,2,0.1,0.125,0.06222222222222222
PLS-DA,4,AsLS + SNV,asls_snv,Combined,1,1,1,0.35,0.25,0.18434343434343434
PLS-DA,4,AsLS + SNV,asls_snv,Combined,2,1,2,0.3,0.175,0.11250971250971252
PLS-DA,4,AsLS + SNV,asls_snv,Combined,3,2,1,0.2857142857142857,0.15909090909090906,0.12481962481962482
PLS-DA,4,AsLS + SNV,asls_snv,Combined,4,2,2,0.3684210526315789,0.225,0.1409090909090909
PLS-DA,4,AsLS + SNV,asls_snv,Combined,5,3,1,0.3,0.1590909090909091,0.11515151515151514
PLS-DA,4,AsLS + SNV,asls_snv,Combined,6,3,2,0.4,0.23333333333333334,0.21019283746556472
PLS-DA,4,AsLS + SNV,asls_snv,Combined,7,4,1,0.35,0.22727272727272727,0.1465564738292011
PLS-DA,4,AsLS + SNV,asls_snv,Combined,8,4,2,0.4,0.23333333333333334,0.21320346320346317
PLS-DA,4,AsLS + SNV,asls_snv,Combined,9,5,1,0.3,0.18181818181818182,0.12597402597402596
PLS-DA,4,AsLS + SNV,asls_snv,Combined,10,5,2,0.4,0.225,0.1465564738292011
PLS-DA,4,AsLS + SNV,asls_snv,Combined,11,6,1,0.15,0.10606060606060605,0.0487012987012987
PLS-DA,4,AsLS + SNV,asls_snv,Combined,12,6,2,0.35,0.175,0.12626262626262627
PLS-DA,4,AsLS + SNV,asls_snv,Combined,13,7,1,0.3,0.2196969696969697,0.13636363636363635
PLS-DA,4,AsLS + SNV,asls_snv,Combined,14,7,2,0.2,0.10833333333333332,0.0815426997245179
PLS-DA,4,AsLS + SNV,asls_snv,Combined,15,8,1,0.2857142857142857,0.23484848484848483,0.12859110586383313
PLS-DA,4,AsLS + SNV,asls_snv,Combined,16,8,2,0.21052631578947367,0.1,0.06611570247933884
PLS-DA,4,AsLS + SNV,asls_snv,Combined,17,9,1,0.3333333333333333,0.2727272727272727,0.1803030303030303
PLS-DA,4,AsLS + SNV,asls_snv,Combined,18,9,2,0.21052631578947367,0.125,0.05916305916305915
PLS-DA,4,AsLS + SNV,asls_snv,Combined,19,10,1,0.2857142857142857,0.22727272727272727,0.16507936507936505
PLS-DA,4,AsLS + SNV,asls_snv,Combined,20,10,2,0.3684210526315789,0.2,0.1104895104895105
PLS-DA,4,AsLS + SNV,asls_snv,Combined,21,11,1,0.3,0.17424242424242423,0.1313131313131313
PLS-DA,4,AsLS + SNV,asls_snv,Combined,22,11,2,0.3,0.175,0.13774104683195593
PLS-DA,4,AsLS + SNV,asls_snv,Combined,23,12,1,0.38095238095238093,0.22727272727272727,0.22034632034632032
PLS-DA,4,AsLS + SNV,asls_snv,Combined,24,12,2,0.21052631578947367,0.13333333333333333,0.06942148760330578
PLS-DA,4,AsLS + SNV,asls_snv,Combined,25,13,1,0.3,0.20454545454545456,0.12077922077922078
PLS-DA,4,AsLS + SNV,asls_snv,Combined,26,13,2,0.2,0.1,0.08181818181818182
PLS-DA,4,AsLS + SNV,asls_snv,Combined,27,14,1,0.2857142857142857,0.23484848484848483,0.15656565656565655
PLS-DA,4,AsLS + SNV,asls_snv,Combined,28,14,2,0.2631578947368421,0.15,0.09641873278236913
PLS-DA,4,AsLS + SNV,asls_snv,Combined,29,15,1,0.19047619047619047,0.10606060606060605,0.07272727272727274
PLS-DA,4,AsLS + SNV,asls_snv,Combined,30,15,2,0.3684210526315789,0.2,0.1424242424242424
PLS-DA,4,AsLS + SNV,asls_snv,Combined,31,16,1,0.2857142857142857,0.2196969696969697,0.15454545454545454
PLS-DA,4,AsLS + SNV,asls_snv,Combined,32,16,2,0.42105263157894735,0.225,0.15564738292011018
PLS-DA,4,AsLS + SNV,asls_snv,Combined,33,17,1,0.35,0.28787878787878785,0.20151515151515154
PLS-DA,4,AsLS + SNV,asls_snv,Combined,34,17,2,0.3,0.175,0.11212121212121212
PLS-DA,4,AsLS + SNV,asls_snv,Combined,35,18,1,0.15,0.08333333333333333,0.07676767676767676
PLS-DA,4,AsLS + SNV,asls_snv,Combined,36,18,2,0.35,0.175,0.10649350649350647
PLS-DA,4,AsLS + SNV,asls_snv,Combined,37,19,1,0.2,0.1212121212121212,0.10678210678210677
PLS-DA,4,AsLS + SNV,asls_snv,Combined,38,19,2,0.3,0.15,0.0965034965034965
PLS-DA,4,AsLS + SNV,asls_snv,Combined,39,20,1,0.25,0.1590909090909091,0.09852369852369854
PLS-DA,4,AsLS + SNV,asls_snv,Combined,40,20,2,0.25,0.125,0.09366391184573003
PLS-DA,4,AsLS + L2,asls_l2,440 nm,1,1,1,0.2,0.1212121212121212,0.08175914994096813
PLS-DA,4,AsLS + L2,asls_l2,440 nm,2,1,2,0.3,0.2333333333333333,0.16363636363636364
PLS-DA,4,AsLS + L2,asls_l2,440 nm,3,2,1,0.3333333333333333,0.25,0.1787878787878788
PLS-DA,4,AsLS + L2,asls_l2,440 nm,4,2,2,0.21052631578947367,0.125,0.09030969030969031
PLS-DA,4,AsLS + L2,asls_l2,440 nm,5,3,1,0.25,0.12878787878787878,0.07676767676767676
PLS-DA,4,AsLS + L2,asls_l2,440 nm,6,3,2,0.2,0.1,0.06468531468531469
PLS-DA,4,AsLS + L2,asls_l2,440 nm,7,4,1,0.1,0.06818181818181818,0.03838383838383838
PLS-DA,4,AsLS + L2,asls_l2,440 nm,8,4,2,0.25,0.125,0.08658008658008658
PLS-DA,4,AsLS + L2,asls_l2,440 nm,9,5,1,0.3,0.1515151515151515,0.09090909090909091
PLS-DA,4,AsLS + L2,asls_l2,440 nm,10,5,2,0.3,0.15,0.09696969696969697
PLS-DA,4,AsLS + L2,asls_l2,440 nm,11,6,1,0.25,0.17424242424242423,0.10303030303030303
PLS-DA,4,AsLS + L2,asls_l2,440 nm,12,6,2,0.3,0.15833333333333333,0.10779220779220779
PLS-DA,4,AsLS + L2,asls_l2,440 nm,13,7,1,0.15,0.07575757575757575,0.04450095359186269
PLS-DA,4,AsLS + L2,asls_l2,440 nm,14,7,2,0.15,0.075,0.045454545454545456
PLS-DA,4,AsLS + L2,asls_l2,440 nm,15,8,1,0.23809523809523808,0.2121212121212121,0.16938616938616938
PLS-DA,4,AsLS + L2,asls_l2,440 nm,16,8,2,0.2631578947368421,0.15,0.12396694214876035
PLS-DA,4,AsLS + L2,asls_l2,440 nm,17,9,1,0.09523809523809523,0.06818181818181818,0.046176046176046176
PLS-DA,4,AsLS + L2,asls_l2,440 nm,18,9,2,0.2631578947368421,0.16666666666666666,0.09504132231404959
PLS-DA,4,AsLS + L2,asls_l2,440 nm,19,10,1,0.14285714285714285,0.09090909090909091,0.05775401069518716
PLS-DA,4,AsLS + L2,asls_l2,440 nm,20,10,2,0.2631578947368421,0.14166666666666666,0.07936507936507936
PLS-DA,4,AsLS + L2,asls_l2,440 nm,21,11,1,0.25,0.16666666666666666,0.10473970473970473
PLS-DA,4,AsLS + L2,asls_l2,440 nm,22,11,2,0.3,0.15833333333333333,0.10822510822510822
PLS-DA,4,AsLS + L2,asls_l2,440 nm,23,12,1,0.19047619047619047,0.09090909090909091,0.05827505827505827
PLS-DA,4,AsLS + L2,asls_l2,440 nm,24,12,2,0.3157894736842105,0.24166666666666664,0.1424242424242424
PLS-DA,4,AsLS + L2,asls_l2,440 nm,25,13,1,0.3,0.20454545454545456,0.11212121212121212
PLS-DA,4,AsLS + L2,asls_l2,440 nm,26,13,2,0.15,0.08333333333333333,0.06969696969696969
PLS-DA,4,AsLS + L2,asls_l2,440 nm,27,14,1,0.23809523809523808,0.14393939393939392,0.09329660238751147
PLS-DA,4,AsLS + L2,asls_l2,440 nm,28,14,2,0.15789473684210525,0.1,0.0606060606060606
PLS-DA,4,AsLS + L2,asls_l2,440 nm,29,15,1,0.19047619047619047,0.10606060606060605,0.07792207792207792
PLS-DA,4,AsLS + L2,asls_l2,440 nm,30,15,2,0.15789473684210525,0.1,0.07467532467532467
PLS-DA,4,AsLS + L2,asls_l2,440 nm,31,16,1,0.23809523809523808,0.12878787878787878,0.09974747474747475
PLS-DA,4,AsLS + L2,asls_l2,440 nm,32,16,2,0.2631578947368421,0.15,0.09828807556080282
PLS-DA,4,AsLS + L2,asls_l2,440 nm,33,17,1,0.2,0.1212121212121212,0.08658008658008659
PLS-DA,4,AsLS + L2,asls_l2,440 nm,34,17,2,0.35,0.25,0.19
PLS-DA,4,AsLS + L2,asls_l2,440 nm,35,18,1,0.25,0.14393939393939392,0.11818181818181818
PLS-DA,4,AsLS + L2,asls_l2,440 nm,36,18,2,0.4,0.21666666666666665,0.17079889807162532
PLS-DA,4,AsLS + L2,asls_l2,440 nm,37,19,1,0.25,0.14393939393939392,0.12101534828807554
PLS-DA,4,AsLS + L2,asls_l2,440 nm,38,19,2,0.3,0.16666666666666666,0.09696969696969697
PLS-DA,4,AsLS + L2,asls_l2,440 nm,39,20,1,0.05,0.0303030303030303,0.018181818181818184
PLS-DA,4,AsLS + L2,asls_l2,440 nm,40,20,2,0.1,0.05833333333333333,0.04292929292929293
PLS-DA,4,AsLS + L2,asls_l2,250 nm,1,1,1,0.3,0.20454545454545456,0.1318181818181818
PLS-DA,4,AsLS + L2,asls_l2,250 nm,2,1,2,0.35,0.2583333333333333,0.17548209366391185
PLS-DA,4,AsLS + L2,asls_l2,250 nm,3,2,1,0.2857142857142857,0.15909090909090906,0.11988011988011986
PLS-DA,4,AsLS + L2,asls_l2,250 nm,4,2,2,0.3684210526315789,0.225,0.1515151515151515
PLS-DA,4,AsLS + L2,asls_l2,250 nm,5,3,1,0.3,0.2196969696969697,0.17027417027417027
PLS-DA,4,AsLS + L2,asls_l2,250 nm,6,3,2,0.2,0.1,0.07992007992007992
PLS-DA,4,AsLS + L2,asls_l2,250 nm,7,4,1,0.3,0.19696969696969696,0.13737373737373737
PLS-DA,4,AsLS + L2,asls_l2,250 nm,8,4,2,0.35,0.2583333333333333,0.18506493506493504
PLS-DA,4,AsLS + L2,asls_l2,250 nm,9,5,1,0.3,0.1515151515151515,0.09393939393939393
PLS-DA,4,AsLS + L2,asls_l2,250 nm,10,5,2,0.25,0.125,0.07142857142857142
PLS-DA,4,AsLS + L2,asls_l2,250 nm,11,6,1,0.25,0.17424242424242423,0.10606060606060605
PLS-DA,4,AsLS + L2,asls_l2,250 nm,12,6,2,0.3,0.15833333333333333,0.137012987012987
