SampleId,ActualClass,Year,Normalization,Modality,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
8,G2,1404,AreaNormalized,308 nm,0.047265939790543804,-0.02844909229939924,0.025012792599426643,-0.017630679116277092,0.00492374428149533,-0.011602004542715295,0.0022185599009142245,0.003542716519196695,0.003510317489829709,-0.0015035163581954961
9,G3,1394,AreaNormalized,308 nm,-0.03814709949411509,-0.0036657195037457495,-0.011470440851512092,-0.011485071926307537,0.01509142130191351,-0.0013452817671228648,-0.021030657924807617,-0.0011203656129123226,0.003349618262749949,0.015500804522751165
10,G3,1394,AreaNormalized,308 nm,-0.04075595807572592,0.00021319978713115083,-0.0038423352817785715,-0.007815324007555765,0.013973452734108152,0.007040302021356718,-0.011886054959443003,-0.00174763823410694,-0.0014716374911716641,0.005896810923820055
11,G3,1404,AreaNormalized,308 nm,0.03602494177525714,0.017889588477999586,-0.005093254227699261,0.011021650326755086,0.006000155397185982,-0.004463581751206139,0.0013819942511007679,-0.005388834281394986,-0.006145336372860592,0.00010797469696784454
12,G3,1404,AreaNormalized,308 nm,0.0016151948265895855,-0.038361390508708744,-0.015236919096532615,0.012981222243851346,-0.011599364044931303,0.019546557205111847,-0.005131287702270573,0.006119240507194703,0.005804860908698286,0.005354953403713554
13,G4,1394,AreaNormalized,308 nm,-0.043732582301703585,0.0035332491298440422,0.006559086231239346,-0.0018118564961446084,0.01135673108189492,0.010490858933023728,0.0008455107568427955,-0.007196044622917494,0.00609634576356276,-0.00516805135881691
14,G4,1404,AreaNormalized,308 nm,0.0334706288329166,0.05008224548629837,0.004252300459350633,-0.019657597488889712,-0.011312738549163447,0.008215182725363484,-0.0034381222873964166,0.008822505735817207,0.0076540416917518775,0.0006368879708238908
15,G4,1404,AreaNormalized,308 nm,0.03074446339218422,0.03970677889322085,-0.01141146012363097,0.005129533159452899,-0.008275620986099162,0.01138550121738033,-0.0002867052076817767,0.005164344649262066,0.002337828484882429,-0.00015379416693667248
16,G4,1404,AreaNormalized,308 nm,0.02770873970695336,0.03516168210264455,-0.011777377326660109,0.005162581501432211,-0.008286694097802754,0.010824121029000766,-0.00011835934091660487,0.003536906183521319,0.0012089999506793975,0.0003600285483785981
17,G4,1404,AreaNormalized,308 nm,0.03190035163938299,-0.013429287296180882,-0.004199142166328266,0.017017955324466046,0.00991581479201992,-0.006258738909020998,0.0015168270952304187,-0.0048103118617198164,-0.005998482653405842,-0.002526426133548746
18,G4,1404,AreaNormalized,308 nm,-0.0015443670567361878,-0.023599061564532987,-0.0046440430855909515,-0.02137506899654089,-0.021088244958688333,0.011538347736256683,0.0028740254615093686,-0.012354518655033226,-0.011799617482094548,-0.0005616320182617367
19,G4,1404,AreaNormalized,308 nm,0.03351661391091627,0.03661933215848347,-0.00894044029257952,0.00984050546306552,-8.019758315732623e-05,0.0031805767551510633,-9.020354639866635e-05,0.0008992109592063836,0.00019229712662514303,0.0011967433204087372
20,G5,1394,AreaNormalized,308 nm,-0.044372916972654323,0.0018454885863983918,-0.0022662002555729165,0.0009198180996185201,0.004362512684951155,-0.0008764277852765596,-0.007995439043882873,-0.008302320562426259,0.005482418518226693,0.015993077677192994
21,G5,1404,AreaNormalized,308 nm,0.03426084583653957,0.026137035098759934,0.014613774583605382,-0.02570221819647063,-0.003864793541284617,-0.005159711463177254,-0.0007626844538296269,-0.0021920380194124906,-0.0004693025419991565,0.0009710783303040173
22,G5,1404,AreaNormalized,308 nm,0.030546899935385136,0.011041079500966097,0.013228245147035843,-0.013341974081557099,0.006127921575063683,-0.0133770882522851,-0.001199023091822522,-0.005954800638673144,-0.0033928145522930655,0.0024837109577407978
23,G5,1404,AreaNormalized,308 nm,0.019475203255796422,-0.02965538468243397,-0.016816251331574675,0.03020082367432692,0.0030919669023794353,0.007695396639144653,0.0005775995355607872,0.0021468183585827386,-0.0007514083962021248,-0.0011385112051613508
24,G6,1394,AreaNormalized,308 nm,-0.0388740746680508,-0.0052436272515782424,-0.01868069033508243,-0.020448495615823056,0.01204861629104037,0.0020229763722117225,-0.009500893074097782,0.012699406714716558,-0.008328584094140465,-0.021044047296612228
26,G6,1394,AreaNormalized,308 nm,-0.03024958100123143,0.0036720177197588784,-0.009433298453654648,-0.004941720471944586,-0.007689749903242274,-0.004287182424147983,-0.005137023165975913,-0.02121551316091699,0.019136536249939284,-0.008703996021858541
27,G6,1394,AreaNormalized,308 nm,-0.04038723470838681,-0.004101067258304022,-0.04195163809133635,-0.020128211116514375,-0.0006974255966710447,-0.023046895795821788,0.034034861261156554,0.009432393322680503,0.002489422029084766,0.01133375817158802
28,G6,1394,AreaNormalized,308 nm,-0.04251204742782288,-0.004318250733490912,-0.03092593596012937,-0.015963998123921352,0.006505831761627117,-0.013690412802857741,-0.006539476046075853,0.0032472244377429542,0.004287815529077761,-0.013168437193717684
30,G6,1404,AreaNormalized,308 nm,0.04210260785412725,-0.01927813766202016,0.019944096524520998,-0.012547904536664184,0.005551135275481637,-0.010322141417748277,0.0001766198306597349,0.003948569592003215,0.004872933842269223,-0.0006408756094119331
31,G6,1404,AreaNormalized,308 nm,0.04654437408426535,0.0203500617873958,0.011733450051744802,-0.008967291228089237,0.008957979738537835,-0.012864660078219032,-0.001073765996201545,-0.0038520103346218163,-0.004002617449039849,-0.0001411455254185232
32,G6,1404,AreaNormalized,308 nm,0.03162258873420669,-0.061293979979816886,0.016583073175300302,-0.010668705241339947,-0.008214856886565437,0.00967897862972997,-0.0019214979102502487,0.015168402945975112,0.014528822659694978,0.0023216057023456695
33,G6,1404,AreaNormalized,308 nm,0.035353870502688935,-0.035234570880459226,0.007258343071828127,0.0049048987981854105,0.006367334834416916,-0.00394238567343735,0.0008720594236271792,0.003856394249763485,0.0025367341832534837,-0.0027770085597063066
34,G7,1394,AreaNormalized,308 nm,-0.04545818411352669,0.009871057962187686,0.024768721628966997,0.003410854288573005,0.011578338781484973,0.015226317461973926,0.014273806289426698,0.002652037824702839,-0.003142936120835927,0.001094231780365156
36,G7,1394,AreaNormalized,308 nm,-0.052744940723809516,0.00830783625192584,0.02143240870755265,0.012399631226232811,-0.0029128146723074793,0.001144522207172524,0.009898834210641765,0.0019561239884017543,-0.000708375950705393,-0.0024525157408677163
37,G8,1394,AreaNormalized,308 nm,-0.05298755709669979,0.009159663570149577,0.02185520679483744,0.01632937490961206,-0.012643273091199723,-0.0061164384066847155,0.004927244324732797,0.0016520932238338407,0.0011815113739296358,-0.0033981468857147788
38,G8,1404,AreaNormalized,308 nm,0.0019346788191303983,-0.03281862341857883,-0.004176339405915124,-0.026735735761747897,-0.02887636232594546,0.01806971363138088,0.0042858758300570576,-0.012833229323992154,-0.01448598989169006,0.0003313472928137071
39,G9,1394,AreaNormalized,308 nm,-0.048422802164347294,0.004067580032432486,0.012049042017229778,0.014433941707905169,-0.022967465747173055,-0.020126217688036043,-0.011123447212723087,0.00849507618382501,-0.007794070266134749,0.001716858564875399
40,G9,1394,AreaNormalized,308 nm,-0.0484228021643473,0.004067580032432487,0.012049042017229778,0.01443394170790517,-0.022967465747173055,-0.020126217688036043,-0.011123447212723087,0.008495076183825006,-0.00779407026613475,0.0017168585648753988
41,G10,1404,AreaNormalized,308 nm,0.024823486061933468,0.008409615622167415,-0.008611809770615946,0.013245230925040256,0.002287881330999454,-0.0009456247917172702,0.001342016386543049,-0.003012237018015056,-0.002716449623758575,-0.0002185334958030365
42,G10,1404,AreaNormalized,308 nm,0.03389818232207714,0.017654792074554514,0.00463048730207017,-0.0036892734409974272,0.0014143181746396698,-0.005058774300877611,0.0004555946988390188,-0.0008986269544341013,0.0007161226993993681,0.0010014720181715424
43,G11,1404,AreaNormalized,308 nm,0.020821560153970686,-0.019145979901824553,-0.008926792917155325,0.02033892585515492,0.006949473024011686,-0.002330056540674247,0.000702139827447212,-0.004256387392337234,-0.003301431357305189,-0.00040905804459179544
44,G11,1404,AreaNormalized,308 nm,0.02848338705988956,-0.017339124959816724,-0.0014926420749393058,0.011724643196282336,0.0067012349099606055,-0.00550685950199001,0.0020789199327641648,-0.004349262675831409,-0.0033961307036006988,-0.0006701866623954391
1,G1,1394,AreaNormalized,440 nm,-0.10093692744845634,-0.0006612924211386262,-0.010742650309799966,0.021102839948382374,-0.06520645996711885,-0.0002746608277617197,-0.00976448992290398,0.0214329864225736,0.0003519684904998326,-0.0016572969833650148
3,G1,1404,AreaNormalized,440 nm,0.037993540120346295,0.124360064897884,-0.04748278242584853,-0.02953629218322134,0.00036288368163734036,0.02345377258780411,-0.01373521295450314,-0.005940235540357238,0.004095626102951345,-0.0007949181407237834
4,G2,1394,AreaNormalized,440 nm,-0.12258874456108101,-0.005569235015876559,0.01352160081464979,-0.004541483493625644,0.011778978970058723,0.0016274688351530751,0.0006966654334547173,0.0023324325024888445,0.0024757304791260984,-0.003920472864460827
5,G2,1404,AreaNormalized,440 nm,0.08230331428650316,0.005606743295370511,0.022838362438751904,0.014545791379613215,0.0011476761243720379,-0.00015211148989694234,0.0019481777281047964,0.0034572804039821356,-0.005490951874130763,0.009630722851115839
6,G2,1404,AreaNormalized,440 nm,0.08784474629064395,-0.03313524836136843,0.024210379706931236,0.02118968974147718,0.003291580565690445,-0.000471938871221426,-0.017703164682970698,-0.007848923988014133,-0.0015599544051358907,-0.005102868264120765
7,G2,1404,AreaNormalized,440 nm,0.0858423267632464,-0.03004264510578737,0.025831528268118097,0.02196928554778556,0.0021158110583689876,-0.005122691960029073,-0.017558685742109732,-0.008281824997958962,-0.00019702606824151413,-0.011110953522025546
8,G2,1404,AreaNormalized,440 nm,0.10515774391124542,-0.003558008398168982,0.04375372819054222,0.02075788496810958,0.00188843983463507,-0.003935519275442916,0.007098210893778166,-0.0003085205461050887,0.015929746569892052,0.0035482269245706486
9,G3,1394,AreaNormalized,440 nm,-0.12862042294871023,-0.008258284646211159,0.019582686386514708,-0.012882033778914512,0.04280119617366866,0.0006188484517636645,0.0052602311599238396,-0.008183108997003865,0.0003438204017312635,-0.0032724271747149344
10,G3,1394,AreaNormalized,440 nm,-0.11769188099583866,-0.006827974735763923,0.01320601980295586,-0.011356382951898645,0.039214546121160335,-0.0021735748268345324,-0.0033509432694294036,0.00532190530023658,-0.0016484402901907377,0.0021275537192353487
11,G3,1404,AreaNormalized,440 nm,0.08307448307055298,0.059395344032798295,0.038082680991636086,0.00696542434986725,-0.0021802520597668695,-0.021398004512351455,0.005090502021383376,0.002259109606787695,-0.01150873758344421,-0.0021785474240891022
12,G3,1404,AreaNormalized,440 nm,0.05399297676258864,-0.0906431033682603,-0.057115861051255906,-0.03741698183408041,-0.004338946224851601,0.00709039273513838,0.011464233652405467,0.007679033106536843,-0.021322960363990333,9.906866609260186e-05
13,G4,1394,AreaNormalized,440 nm,-0.11125666498783823,-0.005267214480798314,0.006765158707145381,-0.004433206476784159,0.011584188780605393,-0.0013861738949135416,-0.0024880955031990584,-0.0011756895318363156,-0.004855281851428218,0.0067939780105700205
14,G4,1404,AreaNormalized,440 nm,0.06417823484776171,0.11908528441572251,-0.006670814203341888,-0.030640167797110887,-0.0045962841044552925,0.00538107472282714,0.006770104216806994,0.0008152011254547101,0.007354107283195524,-0.0030894168350080616
15,G4,1404,AreaNormalized,440 nm,0.03947922495856584,0.11899670809650935,-0.04165396592894328,-0.0277321063303864,-0.00018909562140214872,0.01966607333369874,-0.012879679507021593,-0.004897968443195876,0.0018788400190501524,0.000573445611679749
16,G4,1404,AreaNormalized,440 nm,0.051888289253476244,0.11704849969631521,-0.016787848150063157,-0.03067182646022284,-0.003993159520060424,0.010728450688305803,-0.001647862364725361,0.001502151849025924,-0.004156404920459539,0.0060380939031855355
17,G4,1404,AreaNormalized,440 nm,0.08704269805468423,-0.028861066536380268,0.022063768129277482,0.016681024825655914,0.002660058966940039,0.005672945699804866,-0.0022230484130868456,0.0010915313367709702,0.003925685528216867,0.012268454380076586
18,G4,1404,AreaNormalized,440 nm,0.04837148707183634,-0.05957452572592575,-0.04195530386082069,-0.029830260740555583,-0.007045049997381543,-0.04056940456702282,-0.00270666672727997,-0.003631080956018963,0.009847643258868555,0.007232285270252333
19,G4,1404,AreaNormalized,440 nm,0.08822124987110237,0.025902437162702286,0.037315672394437824,0.013676878261172276,0.0001021495563132,-0.015246833446020347,-0.002555557115518633,-0.0016997290767055053,-0.0027151570643390967,-0.0018011838130990831
20,G5,1394,AreaNormalized,440 nm,-0.12416482724280338,-0.007551647080477823,0.014640138633459277,-0.005927982276443419,0.0064615185755093904,0.002413975328286814,0.003920167239355974,-0.010750244028753603,-0.0017920439326550195,0.009077250404924348
21,G5,1404,AreaNormalized,440 nm,-0.022165031894883943,0.06075435306985976,-0.1329487692075089,0.10066361357156821,0.028718887665634827,-0.01078700424720604,0.00854660563266195,-0.00038905962544372755,-0.00023304513823080145,-0.0004989229970133837
22,G5,1404,AreaNormalized,440 nm,0.07565272215141709,0.08702615543393995,0.024466204392920035,-0.007595450404156514,-0.0037827214539793963,-0.019354956590580855,0.008588685227126905,0.0019197825134747992,-0.005942135223159397,-0.013871795030420075
23,G5,1404,AreaNormalized,440 nm,0.08317960450280303,-0.06512252807138165,0.002068680403356747,0.012175679468136436,0.0035474584450558644,0.01663438840555736,-0.015856331979613912,-0.00502634618807023,-0.002801606702141963,0.0021535391741685046
24,G6,1394,AreaNormalized,440 nm,-0.11069020604854526,-0.005954056039050341,0.00977219522077931,-0.01342926127446474,0.04987970478873575,-0.007254167654360079,-0.013070510994352823,0.028775285617676,0.00357887119731758,-0.002968630487953973
26,G6,1394,AreaNormalized,440 nm,-0.11049694099798424,-0.00391300082018678,4.590650396697325e-05,0.008743194776911978,-0.03903623226139762,-0.00013212075648019243,-0.009186405526766448,0.018520621309963133,0.002439468741511698,0.002125389611720903
27,G6,1394,AreaNormalized,440 nm,-0.12081039859468165,-0.005212085852195434,0.007751941308025626,0.003606177076794743,-0.011231301194179387,0.0017577048662591325,0.0030810581368978665,-0.0034039987072777226,0.0011561391919804333,-0.0038699396044547564
28,G6,1394,AreaNormalized,440 nm,-0.11844116102011953,-0.005474597984042019,0.008856161067592034,-0.0016051729297950979,0.00493510764174076,-0.00016716229627607482,-0.0015315473124074708,0.005598625257892465,0.0017170143105992716,-0.0006749286261068622
30,G6,1404,AreaNormalized,440 nm,0.09178933682142555,-0.06319440095455081,-0.010286379992723008,-0.0052212649319975215,0.0019209109897673396,0.022285898963931527,0.017014264741581884,0.0051548037744787905,0.00886586477389327,-0.0056415822432463875
31,G6,1404,AreaNormalized,440 nm,0.08836182242831071,0.06970384819820603,0.03934586445734261,0.0025135910239682657,-0.0025044560201098218,-0.01624277756266721,0.01546375140720893,0.005290189654101246,0.0032802392110599637,0.003043908389924379
32,G6,1404,AreaNormalized,440 nm,0.08495952849421247,-0.08591605259993768,-0.021703596704049078,-0.014730626596746612,0.0005046170712871417,0.01458122038719229,0.015103026426267733,0.005113885706604361,0.001873121715343798,-0.011581273623725371
33,G6,1404,AreaNormalized,440 nm,0.07968961975018979,-0.08053947868830424,-0.02145209861528429,-0.01199099113896984,0.0011772680784083592,0.022978485141106484,0.01238150561923367,0.005286585916003467,0.004484718757096073,0.005689106345657884
34,G7,1394,AreaNormalized,440 nm,-0.12288475938861344,-0.004681945421834164,0.008074707402865396,0.00507703742960707,-0.018265292564512477,0.003824165075550042,0.0069008360866570405,-0.011888466279920594,0.00022868282520322248,-0.0022574501561639154
36,G7,1394,AreaNormalized,440 nm,-0.1241082800803333,-0.006046245871775891,0.011800908329234373,-0.0007355960622616475,-0.002525371947085136,0.0030037101246341586,0.0053032823597985185,-0.01032515555502455,-0.0005940275907119336,0.0012211488978793976
37,G8,1394,AreaNormalized,440 nm,-0.12150932183012089,-0.005876286260859632,0.012076603282884102,-0.004342943008283916,0.01615091724104343,0.0007168338003434921,0.003180655528469009,-0.004663902703997477,-0.00012471924099315547,-0.003033812896067286
38,G8,1404,AreaNormalized,440 nm,0.03981427301371699,-0.07374366275294852,-0.06241048455189849,-0.04624144831951499,-0.00962015554407001,-0.048212596285616686,-0.007755250334115637,-0.008465904688385957,0.0033818352932915696,-0.000534843824161355
39,G9,1394,AreaNormalized,440 nm,-0.11952767117515625,-0.004297497668697893,0.003962862185669374,0.010720623203474462,-0.041977463121374965,0.004285901702584815,0.0055160059527556244,-0.009390358309557579,0.0011806929446622407,-0.0028944288751520516
40,G9,1394,AreaNormalized,440 nm,-0.11883408056576962,-0.004814490309213154,0.006504802141565804,0.0045108380548939155,-0.020793981338608773,0.003020973558719955,0.005521175837398325,-0.01354504731871768,-0.0022978049706490924,0.0022674021080115888
41,G10,1404,AreaNormalized,440 nm,0.0796301631232824,0.03313707316846423,0.025158348947313548,0.012422045935606954,0.00027941829924560104,-0.005238082250474201,0.003173139519390622,0.003483784099506651,-0.009603874781805945,0.007203749336885308
42,G10,1404,AreaNormalized,440 nm,0.0911655836560959,-0.005998763633241925,0.022674681138312582,0.012339141913732707,0.001352804660202663,0.002992664907033167,0.007255748998244744,0.002817852000971911,0.0018980847708129779,0.0019697264259211484
43,G11,1404,AreaNormalized,440 nm,0.07929117411136336,-0.06165000660603745,0.0002526024937332114,0.009686472001443314,0.0027576902580952124,0.013722163399625285,-0.01489803188269619,-0.003932816896639016,-0.003974742436422974,-0.00041948275492325156
44,G11,1404,AreaNormalized,440 nm,0.0858031764655653,-0.05863116605735726,0.006586361261555654,0.011514245511233525,0.002652409392177811,0.011662668599835821,-0.010366549586205373,-0.0041046651255461685,0.0005310125718269276,-0.001887873890876447
1,G1,1394,AreaNormalized,Combined,-0.13683831606160407,-0.0017327850087726399,-0.00775930460551304,0.025534823421124238,-0.0663105896378953,-0.0024767698424124807,0.006068981652714489,0.004815176916910127,0.01913032531466127,0.01965384324234684
3,G1,1404,AreaNormalized,Combined,0.049573016559211994,0.14298888330458626,-0.05307029306498995,-0.028775278232631145,-0.0023779609530227438,0.02071794049625072,0.025992226314567112,-0.025861804753551546,7.851240186842758e-05,0.000773185657160688
4,G2,1394,AreaNormalized,Combined,-0.15857893758800787,-0.00709849803211472,0.014120773083691982,-0.006314733976209193,0.01937197709539646,-0.0013305578264067321,0.006570789275742114,0.009264168967635884,-0.00223162809258034,0.031555399995854466
5,G2,1404,AreaNormalized,Combined,0.10265589699522414,0.010226051122723125,0.038011309566083507,0.020563357974745494,0.0006018440582424423,0.010508205414270855,-0.0023393574109452165,-0.015840733898663688,0.0031691579994400946,-0.0003811437626806029
6,G2,1404,AreaNormalized,Combined,0.10889169774144543,-0.04799037522024678,0.026760120819299158,0.011774360692751763,0.0002541926296583295,-0.009423451550691058,0.002980776450336124,-0.013040700323813513,0.00038326625124404196,-0.004149109694471819
7,G2,1404,AreaNormalized,Combined,0.09796223399586822,-0.024359178974071635,0.042602339280580104,0.028799542491114404,0.0004394805292403506,0.02458209231679052,-0.01726768688279633,-0.016635825000633726,0.009389634113277355,0.00124390628777177
8,G2,1404,AreaNormalized,Combined,0.1449473169429828,-0.007843870143198331,0.0651361138205459,0.03181772039292941,0.009476770931997348,0.03684136816301066,0.006010303456678984,0.04047369861597474,-0.009950062094362458,-0.0019869073510405356
9,G3,1394,AreaNormalized,Combined,-0.16602287638344346,-0.013289574428543725,0.02148084368674475,-0.020130922833788346,0.0550655476269399,4.962982011196333e-06,0.00118623224500715,0.0015211163804173939,-0.009675961895210743,-0.009434116442275507
10,G3,1394,AreaNormalized,Combined,-0.1495445092167256,-0.00947510597292522,0.01186878111202565,-0.01667422807572688,0.050435736167412704,0.0005153317621851521,-0.004732778329117617,-0.005191655977413476,-0.00204088709299839,0.009828818310826737
11,G3,1404,AreaNormalized,Combined,0.09906093817387639,0.0685023501757847,0.03672396191913057,-0.006838026449748074,-0.0042842345418393065,-0.03036632766882286,-0.023279830474621895,0.004572004235408419,0.003586979433610038,-0.002448059756482999
12,G3,1404,AreaNormalized,Combined,0.07507410631032561,-0.1132686215783957,-0.08305118435538512,-0.05173182063006408,-0.009607964064847409,-0.024804284762180277,0.008805559681606024,-0.013222186096575373,0.003259887348894755,-0.002826768678129577
13,G4,1394,AreaNormalized,Combined,-0.14353132820368567,-0.007152845085133557,0.0061812739022437,-0.006415175812720015,0.018432898359129608,-0.00013759228389552793,-0.0007478449914457639,-0.002141053112261267,0.008966947513481122,0.016421953564242996
14,G4,1404,AreaNormalized,Combined,0.07839328015251652,0.14168718855032053,-0.01352377081427494,-0.03509650722692365,-0.004582741792394282,0.011909621479804814,0.01088389723760024,0.01538527609906002,-0.0035562755014147086,0.0025483092672972532
15,G4,1404,AreaNormalized,Combined,0.05352832658321254,0.13705489332267043,-0.04549127092513457,-0.027050976186940384,-0.002266111289813586,0.01840957876347685,0.023525799543886734,-0.021080634870179072,-0.0008661170982142012,-0.00020811276618714486
16,G4,1404,AreaNormalized,Combined,0.061978040332183564,0.1336942314481794,-0.022725049557691824,-0.03429755998881277,-0.006763154168707329,0.010310453056782106,0.012204886216005177,-0.01567718347802953,0.0001469615490574866,-0.000888122823040712
17,G4,1404,AreaNormalized,Combined,0.0922428142105358,-0.02588890299498305,0.00698154999353784,-0.004858083652176876,-0.0024697226557302203,-0.07413514229098457,-0.021460082602646136,-0.02185467397590678,0.005490635817616476,0.002594201322033918
18,G4,1404,AreaNormalized,Combined,0.06417597342041569,-0.061903690479534035,-0.04875574208198004,-0.01905381591616445,-0.0070538246657537145,0.04118231901678665,-0.051206865806898344,0.008086980368572057,0.013525459349898825,0.002535124952662572
19,G4,1404,AreaNormalized,Combined,0.10263356820222523,0.041104140920397464,0.03493057623585778,-0.002228946651849381,-0.004279013697012729,-0.03881734751363841,-0.022652743651569503,-0.00620292091835525,0.007222959166631561,0.0034836060029521656
20,G5,1394,AreaNormalized,Combined,-0.15267807808416065,-0.009834185939610123,0.01066538298186601,-0.00590072062881428,0.0024586613311507527,0.0003790917709370571,-0.0008439823913921722,-0.003985136287751128,-0.0063946108094258,0.0012980933209210726
21,G5,1404,AreaNormalized,Combined,-0.01179970614899827,0.07949051391124808,-0.1391325799387775,0.12970772234624842,0.043218490263463735,-0.018772855716322177,-0.00789515376594054,0.012195325728055019,-0.00021277392643931811,-0.0027725501976102952
22,G5,1404,AreaNormalized,Combined,0.09579231890508935,0.09047225924513069,0.022119439074316766,-0.017578142597695683,-0.002633517472079171,-0.013740581909462184,-0.015265336740247317,0.037166871345739504,-0.003226067510598655,-0.005063678913953956
23,G5,1404,AreaNormalized,Combined,0.1081783930403749,-0.0714910554661369,0.01684472081242953,0.0200867747512914,0.0018527426785235398,0.01790123347498773,0.011858008130304527,-0.039974219611682515,0.004609902368701359,-0.00011628786957128682
24,G6,1394,AreaNormalized,Combined,-0.14589279992273435,-0.009968227722664801,0.009157135798513436,-0.02139223000896976,0.06559879615708367,0.0037048027223365843,-0.014866482667808111,-0.008786974353379173,-0.016368392482545163,0.000917320732555889
26,G6,1394,AreaNormalized,Combined,-0.13128187103779712,-0.0023976139575978724,-0.008848339883131993,0.018744309107912534,-0.06530527985313352,0.0012952268722904777,-0.011386203517470527,-0.007247866748370354,-0.03701275517545957,0.01316097568532415
27,G6,1394,AreaNormalized,Combined,-0.15509844720984164,-0.009009716624473465,0.0060283566200817085,0.004590760076225748,-0.025302556466629482,0.0029526101694637404,-0.011623471945720982,-0.007585232123228409,-0.046497497613312885,-0.033815026897990985
28,G6,1394,AreaNormalized,Combined,-0.14714920505666637,-0.008765677936375072,0.004404198662753011,-0.0005767535537815759,-0.005590547087336702,0.0031467489856240372,-0.01351347310603825,-0.011382311085846216,-0.040968791710782465,-0.013525698303970518
30,G6,1404,AreaNormalized,Combined,0.13294598103634447,-0.08019393516688475,-0.013485617777256433,-0.00470808537700059,0.006134399140759395,-0.00947504414511831,0.04267123906340224,0.0347986232619446,-0.016310937255832283,-0.0011042554684505055
31,G6,1404,AreaNormalized,Combined,0.1076302648450186,0.07972729474243517,0.036508663201285735,-0.009092327832172908,-0.0006384821260567943,-0.03304164709744727,-0.015853248688768456,0.03168629373861917,-0.0043592879087879875,-0.0008322182110951527
32,G6,1404,AreaNormalized,Combined,0.12420986528051628,-0.1129415524765429,-0.021255599707830797,-0.007257922381748304,0.005370189326158246,0.01845006593811283,0.03290263158091033,0.02770940522675107,-0.012585778843316827,-0.0012879724120418601
33,G6,1404,AreaNormalized,Combined,0.1091764820226886,-0.09954429802018275,-0.036639339011243305,-0.020515084534655052,0.000964764821205404,-0.03723557228921359,0.029183051984597967,0.007111368972822692,-0.010099047625496436,-4.8532356085418505e-05
34,G7,1394,AreaNormalized,Combined,-0.15769963417789032,-0.005765269275318743,0.0075016812325336725,0.011107620823250619,-0.03877394626972558,-0.0021880424266187666,0.010496962171054235,0.013057217891190463,-0.00910480670091465,0.026729778471380184
36,G7,1394,AreaNormalized,Combined,-0.1650448143248251,-0.00918609541425244,0.015482631230545468,-0.001857976558981174,-0.0045373993021213055,-0.0019043785892550076,0.013237677864359646,0.009351893215899052,0.021451127871016374,0.0043089830798300486
37,G8,1394,AreaNormalized,Combined,-0.1587892396550269,-0.008233649774991853,0.014582960320725417,-0.008805841288556554,0.026480525806654793,-0.001845554031222816,0.010724012758605914,0.004546125655732867,0.040211140044259866,-0.0030245790410433106
38,G8,1404,AreaNormalized,Combined,0.06016267668813525,-0.08206392006634705,-0.07915313078916686,-0.04146030504919259,-0.009929857414388147,0.0315289777788178,-0.05788411098738611,0.01923416089212841,0.013877095430256153,0.0005064622288289484
39,G9,1394,AreaNormalized,Combined,-0.15185278012731546,-0.006898882639751057,0.004604965255847618,0.010964599981184611,-0.03389013710641432,-0.001618766988938338,0.011929775226043745,0.00788619771187342,0.03487138113132154,-0.03025832475980457
40,G9,1394,AreaNormalized,Combined,-0.16003684147560213,-0.008832223416505358,0.011325255873438677,0.0033127424736106893,-0.017043026547392915,-0.0014984987374209533,0.01355788707368449,0.009229453505991057,0.03164417885930685,-0.03038773432293125
41,G10,1404,AreaNormalized,Combined,0.0971853047938173,0.04163233554440463,0.03931524095138862,0.01739665623803373,-0.0004158566435208411,0.015947986637176077,-0.004860979130879462,-0.013537320151858155,0.0037268579518330196,-0.0016126580482055878
42,G10,1404,AreaNormalized,Combined,0.11721875296993507,0.005359985635956225,0.03989384787342215,0.02380815541053512,0.003391436693953648,0.022244799377719802,0.0036313320116544965,0.004506271499315762,0.0005290123667919842,0.003517240741146969
43,G11,1404,AreaNormalized,Combined,0.09786215931618768,-0.06529716755815027,0.010340841601396486,0.018277673023813952,0.0013186284312544682,0.0014015070408050598,0.0062455012432776425,-0.034576862226066436,0.0043559458347991655,0.0027372653851787643
44,G11,1404,AreaNormalized,Combined,0.11035997615619371,-0.06151320855013208,0.019318257602091438,0.02212464624055151,0.0031888417075907026,0.008877491450410712,0.007012101909653362,-0.01877233523647606,0.0018343112197250562,0.002357389828748108
1,G1,1394,MaxNormalized,250 nm,2.585900638963103,0.07886869618948517,-0.3867045525177275,-0.5304520647029194,-0.1746953636052252,0.04685418573704241,0.12512577981014578,0.18355091574970434,0.16636616509578986,-0.08436690232301747
3,G1,1404,MaxNormalized,250 nm,-1.6240369121453808,1.8521891390393599,0.14161773154801696,-0.15290149704973316,0.2182132379159315,-0.7624012964132141,-0.04997072533230434,-0.10470110313237095,0.14043993114589515,0.1365060921396466
4,G2,1394,MaxNormalized,250 nm,2.712158119585591,0.06392801610557308,0.19963460000335548,0.2513367960332579,-0.10452161460150741,0.01969585559773489,0.08528097114054477,0.07359435664748934,0.029683742827949396,-0.011393543806966637
5,G2,1404,MaxNormalized,250 nm,-1.4336026210710684,-0.043510497698970536,-0.7108837547476198,0.5419624733768201,-0.012194231966896648,0.2379762410735475,0.02143492710785523,-0.13704569995785112,0.10098607197524527,-0.03609828695690042
