SampleId,ActualClass,Year,Normalization,Modality,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
37,G8,1394,MaxNormalized,308 nm,2.1164271816545277,2.212003515451997,-0.3962166238268518,0.32686629682176427,0.31232267424675514,0.04057372687334709,0.14243364820104532,0.15303139880876815,0.06537917287121885,-0.14096112012047626
38,G8,1404,MaxNormalized,308 nm,-0.9539095685967802,-0.6622826605477221,-0.47597773064988824,0.20366823427540262,1.439862796007411,-0.8146361108784788,-0.36998310214169333,-1.3317276220151257,0.5842811908857463,-0.06111728865445994
39,G9,1394,MaxNormalized,308 nm,1.554895899323819,1.8807425357869163,-1.011441501371656,0.8481355194193617,0.596183894976774,0.9419259853568499,1.130096598184115,-0.1739664219860867,0.18379798822908525,0.5416104294456998
40,G9,1394,MaxNormalized,308 nm,1.554895899323819,1.8807425357869163,-1.0114415013716558,0.8481355194193615,0.5961838949767737,0.9419259853568498,1.130096598184115,-0.17396642198608667,0.18379798822908514,0.5416104294456998
41,G10,1404,MaxNormalized,308 nm,-1.5055491733110407,-0.002271860474701471,0.7317537661085528,-0.16290563770460986,-0.3587526526356868,0.3392316259160969,0.16021339778200736,0.4677791097395894,0.35517820034600156,-0.04209742857262823
42,G10,1404,MaxNormalized,308 nm,-1.2954239391272295,0.16297646714034195,0.39976746468453095,-0.0525046854083886,-0.6267729230189546,0.1064070592858392,0.07608504715958984,-0.24497905461977365,0.006067181929336234,0.07683838943925506
43,G11,1404,MaxNormalized,308 nm,-1.5029642723963055,-0.24657147562207424,0.3921872629513602,-0.3675594814648972,0.693458159525707,0.31157063161977533,0.07537281860530497,0.8810344740531177,-0.015031457959490273,-0.02653234057222986
44,G11,1404,MaxNormalized,308 nm,-1.4918059842350015,-0.12993544269484006,0.2582500635276758,-0.30561875491419727,0.45540968680034005,0.1491102817838046,0.04439263936922467,0.43362447992557596,-0.147657195255745,0.05355612554704633
1,G1,1394,MaxNormalized,440 nm,1.9490618435184943,0.058870735087981955,-0.7803981411910934,1.5435696120553288,-0.11281833834872847,0.033387362105005654,0.5338846324378544,-0.035134228153369335,-0.053230095039337205,0.028776358247278946
3,G1,1404,MaxNormalized,440 nm,-0.987320969144174,1.858601392573357,-0.586460628755991,-0.3692851323081611,-0.45190237603004574,-0.37641843913042505,0.017951281916556584,-0.0971718299489102,0.19803176772627032,-0.042232731331703015
4,G2,1394,MaxNormalized,440 nm,2.505388265240132,-0.08910697837429182,0.29110008349016986,-0.24912807303008602,-0.005548288394896708,-0.001168658661146749,0.059728247436616956,0.13015307248365865,0.09408513142149717,0.044217526536989404
5,G2,1404,MaxNormalized,440 nm,-1.6626665135186713,0.09159736346437075,0.5139103409056556,0.24965620178742506,0.22263618042505134,0.03691929142491853,-0.02466786809028556,0.18738758398932345,0.05122457633596453,-0.045667626983872084
6,G2,1404,MaxNormalized,440 nm,-1.4342272567096157,-0.4120858073159806,0.3057634194948968,0.16851794175856183,0.3377560756897679,0.025374072974138958,0.012061882432873532,-0.2980912754482844,0.11409174909441847,0.03452631742760867
7,G2,1404,MaxNormalized,440 nm,-1.3679161076325548,-0.3499666681832277,0.2839314392539085,0.1699572806740928,0.33071814605347927,0.08383679533373228,0.0148197854378211,-0.3422515143104058,0.0742698976810978,0.05515700402505939
8,G2,1404,MaxNormalized,440 nm,-1.5965781919817301,-0.028783763328738388,0.5748402945409471,0.27028579297679967,0.27667325845073776,0.131292982077945,-0.009683543522397099,0.06842054803012199,0.029751687462308656,-0.061181812013054816
9,G3,1394,MaxNormalized,440 nm,2.1469626962777446,-0.09073055993033285,0.3967675256250589,-0.8248741792724064,0.10989300949055489,-0.010064011505655928,-0.15824187669185716,-0.08812339288745985,-0.04317328441852415,0.15395594079493802
10,G3,1394,MaxNormalized,440 nm,2.1908745230750593,-0.09892897808916505,0.4304236995239447,-0.8646791205296036,0.1113427855285282,0.010268099350849616,0.10878241240920519,-0.07319664052868956,-0.07526954955404976,-0.0774569259148477
11,G3,1404,MaxNormalized,440 nm,-1.3719105080628988,0.8287454827998281,0.48800580569861346,0.18451270370748502,0.03813167764880269,0.31732232497976665,-0.0062757168178787116,-0.09657731152878636,-0.19556570903793194,0.09145845429306826
12,G3,1404,MaxNormalized,440 nm,-1.2105424937168816,-1.3519397114400675,-0.7616202492398914,-0.36304831874863297,-0.4067257119394362,-0.32259100712174477,0.02970254034726646,-0.02724001722898451,-0.3633675248542111,0.1646924442683082
13,G4,1394,MaxNormalized,440 nm,2.3956029721176937,-0.10385056996252702,0.2619853572117324,-0.2981680597795877,-0.004490034996480703,-0.010527641932329256,-0.123768115009808,2.811103505610193e-06,-0.04560609648079514,-0.2501332394606369
14,G4,1404,MaxNormalized,440 nm,-1.2431408425108157,1.7039221431980065,-0.01720270408204793,-0.1301567189522671,-0.5024311876594175,-0.0819926290527796,0.0034036662061911554,0.08264388613965716,-0.04659798639375869,-0.006740251123300568
15,G4,1404,MaxNormalized,440 nm,-1.0528298888352767,1.870414347616131,-0.502001879870886,-0.33343474633870723,-0.464989362510479,-0.3399462380543194,0.009347021780770931,-0.05601453580067529,0.20038557616377461,-0.05088605149957514
16,G4,1404,MaxNormalized,440 nm,-1.1127045152074773,1.698265528745308,-0.1650531132133837,-0.18910515160066105,-0.4769010685242806,-0.18945223431429337,0.02140334893541791,-0.03391791475229801,-0.037633511397486684,0.026625337112219958
17,G4,1404,MaxNormalized,440 nm,-1.6264495448626726,-0.4430166446912853,0.43285675437474513,0.21937348634526666,0.2974364601240789,-0.0630879041252193,-0.008757901834164923,0.07017613002642033,0.11006771970945506,-0.09836799872497969
18,G4,1404,MaxNormalized,440 nm,-1.549001481757505,-1.3599985093817177,-0.578916101213896,-0.28683250599307575,-0.7026091879160066,0.6805691815748507,-0.07182213370920502,0.19770642568489663,0.22175198059871623,-0.15088293635413508
19,G4,1404,MaxNormalized,440 nm,-1.5658309123359015,0.3955044239285107,0.5995237065449868,0.252733326468589,0.1551777951165276,0.2737409643364422,-0.01492208053065367,-0.05914918175185504,-0.01025182761191531,0.026210264842215437
20,G5,1394,MaxNormalized,440 nm,2.1160550863581347,-0.07824170516100269,0.13547419090643018,-0.16941387799457366,-0.028644601936256973,-0.05581511853364262,-0.2312259724043995,-0.2377284658460621,-0.22201746370436515,-0.3368982267129822
21,G5,1404,MaxNormalized,440 nm,-0.30229773147964767,1.1161898450460568,-2.119121606674689,-0.5152114018502272,1.5743839628295393,0.2789494044992904,-0.07306958374151777,0.11040983223130572,-0.050828137979010445,-0.021006532322415644
22,G5,1404,MaxNormalized,440 nm,-1.3185610934527165,1.216307073631465,0.3416767561286935,0.08173744479204403,-0.18373617934888353,0.2843582220882575,-0.0037579304090092445,-0.02560479310433623,-0.19518096717658945,0.0992264103391013
23,G5,1404,MaxNormalized,440 nm,-1.3835232173145273,-0.83180653231376,0.019300882951620517,0.04718765212417006,0.27850979456865155,-0.24835234569197923,0.028963592782462966,-0.2676023437366675,0.10084959643871673,0.013468709613344912
24,G6,1394,MaxNormalized,440 nm,2.1793509245093166,-0.10474957698653392,0.5514361933998659,-1.1989765947636333,0.16356500029798388,0.10750572502899693,0.7351651772398753,0.05894109895635007,0.05768878980269681,0.10027125100307474
26,G6,1394,MaxNormalized,440 nm,2.223073553547344,-0.03601366981112944,-0.33613558900795887,0.9076017318440858,-0.15504225749823927,0.015247744379974991,0.4819953578267216,-0.04488530820088063,-0.04282037996719155,-0.18703995348364622
27,G6,1394,MaxNormalized,440 nm,2.540119510075855,-0.0811766561644197,0.014498806010252387,0.29360940974960775,-0.03822818367200747,0.009246613581343974,-0.12811164078124018,0.1734164309490559,0.1526426712385565,0.18137598932128418
28,G6,1394,MaxNormalized,440 nm,2.3819007463720414,-0.08104248717976507,0.15013067150924536,-0.11394528366078381,0.0067933477210584,0.01824167954452025,0.12501681877405466,0.06019562654939167,0.025856278164905856,-0.03185957587575347
30,G6,1404,MaxNormalized,440 nm,-1.6149635058203808,-0.9394860270206011,-0.047566064090579376,-0.015583662083783714,0.024156850136170558,-0.3528135782186196,0.009037356050894783,0.3048037081723771,-0.03109975690728609,-0.03873592122646745
31,G6,1404,MaxNormalized,440 nm,-1.452788517331972,0.9735835856136318,0.5450214730069506,0.19268461176477303,-0.0348098103230094,0.2710212323264369,-0.01065434077082429,0.0927235874897972,-0.19640061788723007,0.02011496363942023
32,G6,1404,MaxNormalized,440 nm,-1.501730141798708,-1.2400840200458785,-0.23341169321755997,-0.1139604525712056,-0.08865231728381764,-0.2838224371717059,0.028208103213587295,0.17559287894076298,-0.11506990756148547,0.030124492722889362
33,G6,1404,MaxNormalized,440 nm,-1.514026814610774,-1.2265114067832106,-0.2098887292519859,-0.09818589041796037,-0.04504369882924188,-0.43248715883997074,0.00690794594665739,0.19540191223900105,-0.0802308086397048,-0.03474080454836013
34,G7,1394,MaxNormalized,440 nm,2.3711025590056467,-0.04361370382234098,-0.0922241422805051,0.40199494374885514,-0.051421994910092694,-0.0251864276575716,-0.3068122883203979,0.05605859413559128,0.05984853297343418,0.1141092572032342
36,G7,1394,MaxNormalized,440 nm,2.4137242958172327,-0.0805150787801099,0.1026664187370718,0.05950569525153982,-0.037116593128504134,-0.031666109902602955,-0.26764202210531013,0.0010333568641958865,-0.016413158053473532,-0.07497248473512512
37,G8,1394,MaxNormalized,440 nm,2.397097004459616,-0.08675822335273896,0.26370970492064777,-0.3506080810305191,0.04329498233520341,0.004769524215133294,-0.14153737729820956,0.08487318755750899,0.0713097971161223,0.1363554957072478
38,G8,1404,MaxNormalized,440 nm,-1.2046563029295072,-1.3554031393462675,-0.9453371853387007,-0.47004079455500064,-0.8270687723932695,0.6150739265277793,-0.03727167324753201,-0.20352451115703418,0.023409998156756404,0.04776358208144958
39,G9,1394,MaxNormalized,440 nm,2.2383173523873388,-0.024259263124423544,-0.33957686502967477,0.8828670760717845,-0.12343034578856009,-0.028885925942689943,-0.23713078484752548,0.010722755659909542,0.054950235430921916,0.16570577619003893
40,G9,1394,MaxNormalized,440 nm,2.224056910248549,-0.0406539621553793,-0.1327709006348641,0.42571893422021917,-0.0719518571565362,-0.040192128068412276,-0.3585439949587456,-0.06533820143883559,-0.03484258173763212,-0.008788960294698079
41,G10,1404,MaxNormalized,440 nm,-1.5664502548424,0.5378637355665892,0.5035212905634983,0.2274664260869784,0.15242447825988914,0.12261551463970617,-0.026454817986384643,0.13719882013263657,-0.02185663030883245,-0.00476542682665679
42,G10,1404,MaxNormalized,440 nm,-1.7110334485170797,-0.10288840145527657,0.4807071699991084,0.23066537075449398,0.1909983155626138,-0.00222884630105028,-0.023271635903613405,0.2557792470361522,0.05411666418746967,-0.053553734172510144
43,G11,1404,MaxNormalized,440 nm,-1.4361679098191962,-0.8603728448470274,0.03924118736394419,0.05361212958423967,0.24562957701459348,-0.2394941307759009,0.024785373018675984,-0.2360659472764158,0.09190330018708852,0.029770983271335857
44,G11,1404,MaxNormalized,440 nm,-1.4853700788171205,-0.8078807682240371,0.12119242093171675,0.09138027371453797,0.2540404713349571,-0.1835476899870315,0.012458754787456793,-0.1660240812716688,0.09122004482063821,0.012004634964612616
1,G1,1394,MaxNormalized,Combined,3.8726870916904814,-0.5426208989493413,2.061428818069043,0.18517779013747335,0.6893007977069985,-0.275641843281932,0.19801529477440302,-0.7325337960570381,-0.9020300201224072,0.1411443433228705
3,G1,1404,MaxNormalized,Combined,-2.1686040043408963,-2.860345641306095,-0.4622287812955922,-0.24912011913594856,-0.29195907470108384,-0.9216906377834656,-0.2041986379746003,0.19940985739096984,-0.02024894578979295,0.24697462180048893
4,G2,1394,MaxNormalized,Combined,3.790014769251977,-0.11190432557580927,-0.22625159114276067,0.5187090968256677,-0.8117628597031056,0.021570826446720537,0.38964321218075154,-1.2394137845287232,-0.43505635993532893,-0.054450275735260185
5,G2,1404,MaxNormalized,Combined,-2.7302771536038963,-0.04601155909664176,-0.13349514502895074,0.3261858051676017,0.5988124542562799,1.1731003337200592,0.31841941354956266,-0.10167555964216975,0.2051073010578005,0.4337289614421866
6,G2,1404,MaxNormalized,Combined,-2.325267822415584,1.2285056506979801,0.16478246668139818,0.1811793368017631,0.1570584723590969,0.5465678610498896,0.23305233548183069,0.017210412019274552,0.04030180481182358,-0.03154785523575652
7,G2,1404,MaxNormalized,Combined,-2.0845699893385654,0.4313480031072259,-0.1902094170297987,0.23665882865355223,0.6052391363386485,0.791215126775329,0.3247124705052987,0.16333816400762222,0.2429644437464526,0.7241908858057239
8,G2,1404,MaxNormalized,Combined,-2.376590917457707,0.33561258960816004,0.12477560794391387,0.2242477362050461,-0.09776327411469919,0.6648771063453961,0.2425818217029911,-0.17430852120642468,0.10728411187760024,0.7861826909425231
9,G3,1394,MaxNormalized,Combined,3.9576187947505486,0.7637225462049634,-2.794345822804912,0.2566136524775014,-0.03778940034878928,0.34794899273943347,0.11217403778260646,1.6202541912551314,-0.12015638674906073,-0.1780960302133967
10,G3,1394,MaxNormalized,Combined,4.514980853004598,0.5837027911002433,-2.6652835034486655,1.218450532238411,0.6491010403677624,-0.39075100588720185,0.17864176692178418,0.06163729946837478,0.2502186336263672,-0.08943811409240979
11,G3,1404,MaxNormalized,Combined,-2.7974600204940074,-1.2061457596696306,-0.2888887930349567,0.24457460862803276,0.24765039977046419,0.5739706193986843,-0.5033509937635713,-0.16932394045495344,-0.08626591297588103,-0.6268978445877006
12,G3,1404,MaxNormalized,Combined,-1.8235709164359708,2.270111192751158,0.43182112192372224,-0.19176214997175495,-0.4436976334724259,-1.0744283579380718,-0.0019988272216317896,0.350374999636441,-0.24681731514235777,-0.8068273756042463
13,G4,1394,MaxNormalized,Combined,4.838530913656613,0.11650812787674716,-0.928676130419918,1.5161342094955474,1.5497992767937443,-0.8355703467520931,0.2858865996716169,-1.728585961019815,0.1416639792926843,-0.023550519561080396
14,G4,1404,MaxNormalized,Combined,-2.308821951585685,-2.6080240687088354,-0.4503896862160106,-0.07147399780323765,-0.27727620258120633,-0.5522497516138286,-0.6183468302410207,-0.03154986312910814,-0.049264406889419146,0.16216432118935603
15,G4,1404,MaxNormalized,Combined,-2.2335152185009046,-2.7350393709043317,-0.47104311596754145,-0.19027817769759636,-0.215581032855196,-0.6966151888914622,-0.2043863836065389,0.17831300125952582,-0.011435441303115811,0.2047598863062656
16,G4,1404,MaxNormalized,Combined,-2.3135738511928894,-2.615575702232451,-0.5039329021942422,-0.12178259093420282,-0.09171292128534105,-0.4731993928015549,-0.45450998402718856,0.09214462911870894,-0.010146449700602408,0.11930686171707752
17,G4,1404,MaxNormalized,Combined,-2.6179981093941476,0.7654037886632205,0.10760672840796981,0.2072821024177586,0.09016818490247541,0.3024783984236044,-0.12026057986071018,-0.08657146534625189,-0.29404065353862535,-2.191659672964104
18,G4,1404,MaxNormalized,Combined,-2.6271673403464333,1.9190348499503747,-0.10028389464515025,-0.47937557472395587,0.09730878220814168,-1.8707078255554115,-1.1718296124547454,-0.07928437029542315,0.09821497714041005,1.1506070269699873
19,G4,1404,MaxNormalized,Combined,-2.7879540307299164,-0.9529178587039923,-0.1268052334186713,0.2796301344054667,0.21712048406584072,0.5807663168987489,-0.574263624006004,-0.24551394874469068,-0.16582725521027025,-0.9229023647806569
20,G5,1394,MaxNormalized,Combined,4.737504414875726,0.19670876075033455,-0.8444123314687719,1.116815303984855,1.2059419712563781,-0.027838936283573448,-0.4318998088298535,2.1020415696493706,-1.696584151162081,0.2756137337549171
21,G5,1404,MaxNormalized,Combined,-1.0048576727949987,-1.4841985601520469,0.24347845428407708,-0.7467044138387174,-0.9412820283723373,-1.77629727483309,3.4099419760442364,0.8130988253239997,0.04109626641985699,-0.17039880502355131
22,G5,1404,MaxNormalized,Combined,-2.479120672352029,-1.3527007153805812,-0.2926758623319512,0.15111279286753732,-0.0605157942928478,0.05952770656880929,-0.5466677708996911,-0.09536335477963806,-0.10006825981111664,-0.3234529721519717
23,G5,1404,MaxNormalized,Combined,-2.3856606506526217,1.3611679792584868,0.273212616336324,0.1849844194798134,0.06287089522413213,0.714520277020074,0.40157593153780113,0.07622241154391085,0.06154731045925488,0.3658193441089602
24,G6,1394,MaxNormalized,Combined,3.6714315333430476,0.7427675093250024,-2.6325602582507197,-0.4870543091314866,-1.6860934711613418,0.01885011747049106,0.03487009705651591,-1.206947323497767,1.5974428670316865,-0.1078948204028323
26,G6,1394,MaxNormalized,Combined,3.3818740718294253,-0.21973144654086765,0.6535752631575127,-3.5643536811230536,3.8527201292651947,-0.2242335059405081,0.10814429383935786,-0.05674548812225004,0.9073450344863268,-0.3800431996106005
27,G6,1394,MaxNormalized,Combined,3.3230990852579048,0.04348567674715054,0.2728276080901017,-2.7432198974119846,-1.9745157103165327,1.1268036264586052,-0.30707888870068606,-0.39005037761982997,-1.1893366922376238,0.3032020206749442
28,G6,1394,MaxNormalized,Combined,3.7866925896122106,0.31971823548740386,-0.8653610389101138,-2.4545048345978824,-1.2043321222365013,1.0072250832286695,-0.3091217060634215,0.21265548015753555,-0.2868557873897972,0.007952821753988745
30,G6,1404,MaxNormalized,Combined,-2.424899580248829,1.3215910664363475,0.3270534700002707,0.15117871593623805,-0.1047402517759916,0.01722423184920496,0.3575420568368929,-0.0807139446337036,-0.06264904994787787,-0.09919898126482503
31,G6,1404,MaxNormalized,Combined,-2.7200377610615343,-1.2820168266837126,-0.27569024288025995,0.23765584122067587,-0.0015705682664362989,0.36059682340340565,-0.5697055218351963,-0.2293433966877106,-0.12043189647932366,-0.604262610220909
32,G6,1404,MaxNormalized,Combined,-2.2189804070254078,1.8991445577080612,0.5136145355233928,0.05456771478144043,-0.42584466308982744,-0.2909164229262919,0.1418025473753985,-0.02955588055306474,-0.100366032586445,0.20861236415008294
33,G6,1404,MaxNormalized,Combined,-2.323463646009066,1.857623443653023,0.4533287149618429,0.07467587709730741,-0.26389187578277534,-0.1906565010942596,0.2775276095388069,-0.0034282449150153417,-0.19496875279293024,-0.7473055985463484
34,G7,1394,MaxNormalized,Combined,3.7301207210064433,-0.3879434540593118,1.2142775338074778,0.2817348489330582,-0.030954018932791073,-0.07042898307166727,0.2741598050934178,-0.9622329130390658,-1.3761453182777987,0.19439232353998182
36,G7,1394,MaxNormalized,Combined,4.2521576165504635,-0.4031820004164221,1.5921180290296177,1.1426902189898671,-0.32894667189538074,-0.047531220534661064,-0.17838368050172027,-0.358090665937547,-0.20921276267331926,0.09318800001254379
37,G8,1394,MaxNormalized,Combined,3.9851745023432987,-0.37645235394436083,1.4787308072815293,1.380412757883871,-0.43273332054515473,-0.1342057737965472,-0.24072132599774484,0.029195728394770318,0.979950177814816,-0.08728630005034392
38,G8,1404,MaxNormalized,Combined,-2.297591432427531,2.1263300615686385,0.11478259513359905,-0.6185836703264197,-0.33644564097421353,-2.3448269890012114,-1.219282017053021,-0.00901960512438773,-0.10034070232598226,0.27782566964277283
39,G9,1394,MaxNormalized,Combined,3.75095927711848,-0.3782876939457414,2.1408128777900974,0.3479378570993951,-0.7129658450295914,0.23698723518043685,-0.4859797325407261,1.1504794165059864,1.2893444679747792,-0.08499892640389634
40,G9,1394,MaxNormalized,Combined,3.7090300446133155,-0.3198361463439896,1.9688689903632846,0.4105106010042346,-0.7882255019845779,0.27239287042352306,-0.4873636389547657,1.1178692289720387,1.273791888118038,-0.07979082210945616
41,G10,1404,MaxNormalized,Combined,-2.6273582265327513,-0.6993826738636068,-0.2494778170193785,0.2605765582852643,0.5775447977719212,1.0663106137615777,0.2549691925857355,-0.05311148633115022,0.2477736262998993,0.7167350675752947
42,G10,1404,MaxNormalized,Combined,-2.5692590790632237,-0.2288549753044861,-0.02248885198423447,0.2633461796292866,0.33955432909028926,0.7904366630273306,0.22555482565155957,-0.15636394552935887,0.15032989816186698,0.7076192782685903
43,G11,1404,MaxNormalized,Combined,-2.5314984998216876,1.3760641590182132,0.176840860325567,0.24152848922518189,0.37763188403906217,0.7983997253015689,0.4411565293534032,0.07064431121719131,0.06663305926422909,0.12421942301368769
44,G11,1404,MaxNormalized,Combined,-2.523777325078257,1.1526210418695184,0.2105633203818549,0.22364140682439113,0.24277684830171845,0.7260194024952703,0.41897774704886404,-0.03516168872576598,0.07723870545726463,0.3657634425671002
1,G1,1394,SNV,250 nm,-34.33148357252897,-0.11785616555266834,0.7223108142684649,-8.7816068027663,-1.6509233340656517,0.26740405355533936,0.168359362931461,2.9350595475720818,1.5198802584110482,0.5134914965914028
3,G1,1404,SNV,250 nm,17.029521487916956,22.506375792341057,-8.72550713280712,0.7935018158358694,-1.113854241285904,-10.242874432164301,0.10776952616734094,-1.4432058785056734,2.3929415356718673,-1.7963409127889347
4,G2,1394,SNV,250 nm,-35.536368952094755,-0.5788913534635381,1.6416810543281173,3.409955559494185,-0.33883071752845,-0.01949737701294134,0.27418969105128543,0.7220341130960513,0.3556768465273545,0.21775303222580775
5,G2,1404,SNV,250 nm,22.799551353189962,3.97965296147846,12.96541885435225,-0.7812973700157418,1.8681210180239844,2.6105704090974737,-1.03001177368323,-0.9495621719420688,1.476620847697363,2.2039097161809353
6,G2,1404,SNV,250 nm,22.58728903313643,-11.730021607538223,3.801322256402903,-0.23369543764522963,0.6060816404784722,1.0474503842656309,6.738847855461526,0.8234600818819081,-1.1963869390752762,-1.6733065930785749
7,G2,1404,SNV,250 nm,21.893087005135012,3.5172216904169953,14.855350875252078,-1.2072491987245824,2.8058525277850204,0.21939653342616114,-4.838111938222781,-1.029277984994264,0.7748843660949546,0.9855447806337845
8,G2,1404,SNV,250 nm,22.421676450365315,3.3381716732382856,14.723082298895804,-0.8834612850370773,1.777696648242224,0.6788591913174826,-1.3079141283564921,0.7356519717157026,-1.8138073901445269,2.5082995007005566
9,G3,1394,SNV,250 nm,-34.57002004460541,-0.7699177999747413,1.726340943504482,9.783231677408809,0.4487470219839905,-0.23509609732079065,0.07886314619217896,2.7377160646225747,1.9705191825040476,0.08458270605996815
10,G3,1394,SNV,250 nm,-33.74545018795344,-0.4770369618612934,1.366853891959625,12.55003517392928,1.3824380241290606,-0.11311153620076726,-0.15101030643346913,-3.0772631114741364,-1.9629271332338551,-0.36149429036746444
11,G3,1404,SNV,250 nm,22.512310571607703,5.575942364453108,-3.9371590992577303,2.1501901915120563,-6.677456237270838,8.737744032521174,0.7506249490313291,1.949544528998864,-2.3256985416268505,0.8311290799199088
12,G3,1404,SNV,250 nm,16.405952187501132,-21.64257555538445,-17.124798572357466,0.4231708913750649,-0.455724152518977,-7.894083440523081,-0.11012212117607224,-0.5305496671267975,0.4198140718059428,5.1171067253113485
13,G4,1394,SNV,250 nm,-34.39265208370997,-0.37706087861102755,1.3629642025772677,8.309621722774132,0.4205223510758129,-0.08899651950924628,-0.214940306117728,-0.7895623869882789,-0.5432725850674487,-0.5047530900263919
14,G4,1404,SNV,250 nm,19.51591427675205,19.723209789180597,-5.519130765356181,1.6128925672251282,-5.629027910877171,-3.4613243432028615,2.1770044988841097,0.03394561657355897,-0.0658149425477212,0.838332994306647
15,G4,1404,SNV,250 nm,18.17655184224173,21.404240939429013,-7.233460103366992,1.0688053089293543,-2.5217453384451334,-8.455728564648732,2.53567988688202,-0.5383197836331337,0.8732665529700382,-2.752048652023595
16,G4,1404,SNV,250 nm,18.561947039485915,21.309208199156895,-7.186822283802206,1.475512497608378,-4.6854116138763136,-5.5481958476206374,1.4273956821332734,-0.9057333265236351,1.21141309956515,-0.38172523075698467
17,G4,1404,SNV,250 nm,15.122121192667349,-9.954326513359737,-23.034151699465614,2.5665497120884266,-6.8309075654479585,11.697541040169892,-4.380028350620534,-5.407667540143079,6.945076732869286,-1.3457789125617758
18,G4,1404,SNV,250 nm,22.02806124889897,-4.740731744394544,0.4887871990670251,-0.4252223524319654,1.5500288881475768,-5.738631916526908,-13.115081618514498,0.8825550920731111,0.6415893887803213,0.949318985639782
19,G4,1404,SNV,250 nm,22.329904657667807,-0.5651831224119166,-4.715636925531352,2.0461034134200307,-6.274358884138434,11.65315603903949,1.292454180786502,0.4112446590631747,-0.13245388316996412,-1.6234555155580135
20,G5,1394,SNV,250 nm,-34.35828586509189,-0.41666289416965985,1.0588480296433558,-1.272180481887172,-1.5934492350773162,-0.08274181726137073,-0.2850375290686843,-0.32915169790146126,-0.49996345863943165,-1.4648382690476804
21,G5,1404,SNV,250 nm,2.5039602350657244,11.250117540832818,-17.740582062769928,-5.924025064052925,36.551597286743984,6.221232904141709,0.7247334525597535,1.5548302899527031,-0.7761730208112514,0.14771249139722756
22,G5,1404,SNV,250 nm,22.416454013000536,7.496714729026188,-4.441431901684339,2.071338725747655,-6.6090547538140445,4.995244307716501,1.1265377812067114,3.864653321880416,-5.210537489363173,1.0678542106755362
23,G5,1404,SNV,250 nm,22.823824824074727,-5.519076240196044,11.946237699587094,-1.1181756790766724,3.363885173232868,-0.7024497168850474,-0.013654825885042838,-0.22349203175984975,0.006335604282788192,-3.2227747171526557
24,G6,1394,SNV,250 nm,-33.5294019635956,-0.519538375871054,1.3596525603974687,13.944120319933154,1.6952077745201757,-0.1732414928444841,-0.16864651509913384,-2.531550126915114,-1.5626092849872422,0.19959094233866972
26,G6,1394,SNV,250 nm,-26.719675743118955,0.6843124551750253,-2.047003678428755,-26.976287358189307,-3.632783834370797,0.11502544488014502,-0.2555345892313319,-9.004301222533194,-5.574676213966196,0.075514545810127
27,G6,1394,SNV,250 nm,-33.98950984726497,-0.1795258357358621,0.471014558405908,-11.794874100369515,-3.2782028269689842,0.2725601219582701,0.09829121359068115,2.5887910394617597,1.5281115667530971,-0.12265290565414338
28,G6,1394,SNV,250 nm,-34.02600848119886,-0.2044388172323762,0.5873414899191547,-10.691923878506282,-3.04108286865981,0.17939279875642,0.03638291024755035,1.1058036047904112,0.2616141870701529,-0.21762210240126628
30,G6,1404,SNV,250 nm,21.74689624502693,-15.442433781553767,-0.5519539310471947,-0.3067092566607714,1.3367242683953235,-5.3351714210991945,6.500437461958935,1.0234082412632612,-0.9461450178181969,1.7686051957518398
31,G6,1404,SNV,250 nm,22.35721990096767,5.949556359671572,-4.28096324309207,2.2022652628929413,-7.0157237466813696,8.241871379322603,1.7307143155560705,2.243899245872439,-2.8239098803774643,1.1230803203538509
32,G6,1404,SNV,250 nm,21.996856465656123,-14.740754594911493,4.6240619306949835,-0.7397577243447339,2.4468798909753517,-3.944335567854291,4.331333284648754,0.8179677043663961,-1.2565366949310064,-2.6049380772728155
33,G6,1404,SNV,250 nm,19.17976943114305,-20.377289675282896,-10.719263969795188,0.28037975994948466,-0.21624303951764046,-5.25290905082592,3.7571086529777595,-1.0333078480741287,1.8027526120655544,3.3901432596371266
34,G7,1394,SNV,250 nm,-32.589607348536276,-0.05131673504569873,-0.014124432839369233,-16.532567922548136,-3.5690515372650498,0.24790632304167443,0.19759130889763138,2.750833086360129,1.7588550009468245,0.25354292122280675
36,G7,1394,SNV,250 nm,-35.37352302548747,-0.48826306569571254,1.4539991671665038,2.516638974663249,-1.0028025572106405,-0.04479190510494699,0.15553957698814738,2.731619411323707,1.6683703944392005,0.12633838490361907
37,G8,1394,SNV,250 nm,-32.675581895664116,-0.5964114528627402,1.3335326796202385,15.60837833735636,2.6993594553382274,-0.244288750912409,-0.08715199636487074,-6.793128170020633,-4.400593018881125,0.6369123653325155
38,G8,1404,SNV,250 nm,20.639894366432387,-11.791761159089896,-9.512205851811633,0.7287043630937761,-1.7606895627841614,-4.296904539494771,-8.790307825915031,4.819032733029931,-6.428794545372288,-3.867844447496343
39,G9,1394,SNV,250 nm,-34.50319395395403,-0.23857711064266324,1.3398896604902202,4.211781745045961,0.4264829462639349,-0.04174272447315439,0.008080030105743447,1.4498800629369375,0.9439041316204791,-0.019659993202944585
