SampleId,ActualClass,Year,Modality,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
43,G11,1404,308 nm,-9.73012648025963,13.886256283691955,-1.0920557912397229,-3.5169779170262054,2.6265803246010453,-0.05969736026350129,-4.114389656128918,2.12164202533689,0.5580228653594927,-0.8061754336114901
44,G11,1404,308 nm,-7.336680851765225,8.976448707241198,4.5479082049194535,-3.2540501819518735,-2.9001998387288777,-2.8381711718116978,-0.15917448941050022,1.2522751800609082,-2.2860400782384027,-0.509508785536707
1,G1,1394,440 nm,-24.238122996801003,-8.310508560910273,0.8476760672261174,-4.352149159315474,-0.41795829329290873,-0.929457396403454,-0.03165898043841184,-1.0117144992630345,0.2596681985823761,-0.14241723196695924
4,G2,1394,440 nm,4.588889370062052,-0.6406297924157294,0.8649587385749244,1.2028261420895687,-1.0379552405170942,0.4787225071966781,3.273570529345174,0.06964364549309793,0.5160115526823363,-0.3842706558581743
9,G3,1394,440 nm,13.409911702988879,1.3913405225612692,2.509591371706565,-2.504865949728049,-0.6218954115242713,-1.528573557520173,-0.2941263022408027,1.3832627322277034,-1.0991901783972473,0.2479484458099159
10,G3,1394,440 nm,13.998716903593438,-1.938369086262442,-0.9457588196895759,-2.6870958902540965,-0.3964384847560363,-0.0987584380892762,0.9071549976962706,-0.00361278916926826,-0.11449175200018652,1.1379826308670722
13,G4,1394,440 nm,5.459205334711686,2.220899875495044,-2.483734447623393,-2.9306939339001428,0.935610231178217,3.5595358940641875,-0.9789565019468707,-0.5525274349499423,-0.5270497643225339,-0.3403736917187314
20,G5,1394,440 nm,3.23918523069786,4.2080408737011625,-6.567438767342501,0.3124015238303056,-0.3464671809463219,-2.3594019266177626,-0.8178199032427652,-0.4671777124984017,0.3510567948686186,-0.07595331305949905
24,G6,1394,440 nm,17.776814436040514,-10.946789078498618,1.0277184213175765,2.5853474675859998,-1.0396041712718374,0.23642860399575913,-1.9179152102275507,-0.10064386220528063,0.7083692787026615,-0.31467340221302936
26,G6,1394,440 nm,-13.920676415796805,-5.9127922734265175,-3.667657316593088,2.148860497562702,1.3009134850548023,0.6531948795401471,0.5872802840741015,2.163176763450398,-0.4315732222660357,0.24400144961480214
