TopK,AccuracyMean,AccuracyStd,BalancedAccuracyMean,BalancedAccuracyStd,F1MacroMean,F1MacroStd,ChanceAccuracy,ChanceBalancedAccuracy,AccuracyAboveChance,BalancedAccuracyAboveChance,AboveChanceCandidate
10,0.2069767441860465,0.0426152541952471,0.1257792207792207,0.0253803478706982,0.1100672798840578,0.0245201830993126,0.0909090909090909,0.0909090909090909,0.1160676532769556,0.0348701298701298,True
20,0.1988372093023255,0.0388228779104531,0.1245995670995671,0.0213339778057826,0.105678119270769,0.0186456596847111,0.0909090909090909,0.0909090909090909,0.1079281183932346,0.0336904761904761,True
50,0.1965116279069767,0.0395492809842337,0.1217424242424242,0.0285033810483679,0.1025953568197118,0.0274403290588489,0.0909090909090909,0.0909090909090909,0.1056025369978858,0.0308333333333333,True
30,0.1976744186046511,0.0357899425145984,0.1188311688311688,0.0254064788125629,0.1002578304203302,0.0232090270393544,0.0909090909090909,0.0909090909090909,0.1067653276955602,0.0279220779220779,True
