TopK,AccuracyMean,AccuracyStd,BalancedAccuracyMean,BalancedAccuracyStd,F1MacroMean,F1MacroStd,ChanceAccuracy,ChanceBalancedAccuracy,AccuracyAboveChance,BalancedAccuracyAboveChance,AboveChanceCandidate
50,0.2023255813953488,0.0459575318217713,0.1304004329004328,0.0353628514438055,0.1120222776652409,0.034093372900591,0.0909090909090909,0.0909090909090909,0.1114164904862579,0.0394913419913419,True
20,0.2011627906976744,0.0466796231696983,0.1268939393939394,0.0366706647857368,0.1086643346015331,0.0337286675703018,0.0909090909090909,0.0909090909090909,0.1102536997885835,0.0359848484848484,True
30,0.1988372093023255,0.054133725876278,0.1224567099567099,0.0339528028197538,0.1024754869147299,0.0309480326003291,0.0909090909090909,0.0909090909090909,0.1079281183932346,0.031547619047619,True
10,0.1860465116279069,0.0465116279069767,0.1143398268398268,0.0342052533093026,0.0953337241929719,0.0328334247045032,0.0909090909090909,0.0909090909090909,0.095137420718816,0.0234307359307359,True
