TopK,AccuracyMean,AccuracyStd,BalancedAccuracyMean,BalancedAccuracyStd,F1MacroMean,F1MacroStd,ChanceAccuracy,ChanceBalancedAccuracy,AccuracyAboveChance,BalancedAccuracyAboveChance,AboveChanceCandidate
20,0.1965116279069767,0.0461892130001053,0.1252272727272727,0.0290620377019834,0.1074774586901652,0.0261858312126148,0.0909090909090909,0.0909090909090909,0.1056025369978858,0.0343181818181818,True
30,0.1941860465116279,0.0507690423299917,0.1193722943722943,0.0341883532502188,0.0996730135911239,0.0325972283942134,0.0909090909090909,0.0909090909090909,0.103276955602537,0.0284632034632034,True
50,0.1837209302325581,0.056412538863303,0.1166450216450216,0.0405763658759524,0.101683073394589,0.0396983151267685,0.0909090909090909,0.0909090909090909,0.0928118393234672,0.0257359307359307,True
10,0.1790697674418604,0.0447016238732921,0.1122727272727272,0.0333333407308108,0.094455478930165,0.0323629565280032,0.0909090909090909,0.0909090909090909,0.0881606765327695,0.0213636363636363,True
