ppm,PC1_loading
6.20496,-0.024422559396150408
6.20596,-0.02437299929233791
6.20696,-0.024364829241501382
6.20796,-0.024354338013780945
6.20896,-0.024337530687649885
6.20996,-0.02433759733812453
6.21096,-0.024282501740603646
6.21196,-0.024272346751941815
6.21296,-0.024262335719651855
6.21396,-0.024255632940048157
6.21496,-0.024228439731147706
6.21596,-0.024197687427138598
6.21696,-0.0241668804641522
6.21796,-0.024163482715221198
6.21896,-0.02411537519838233
6.21996,-0.024080195318817516
6.22096,-0.02400525743170914
6.22196,-0.02394024974510129
6.22296,-0.023929139488456062
6.22396,-0.023930018026623645
6.22496,-0.023856743563988148
6.22596,-0.02379185078431004
6.22696,-0.023753004241609175
6.22796,-0.023717752395523355
6.22896,-0.02368381938491608
6.22996,-0.023676950259564816
6.23096,-0.02361500488219188
6.23196,-0.023602213667701176
6.23296,-0.023530456563027147
6.23396,-0.023509107824272475
6.23496,-0.023467485757669562
6.23596,-0.023365506594200086
6.23696,-0.023328983540840082
6.23796,-0.023266003571076756
6.23896,-0.02319502977817402
6.23996,-0.023155850071413343
6.24096,-0.023069319866959998
6.24196,-0.022982381293629898
6.24296,-0.022850371460235903
6.24396,-0.022850358383763245
6.24496,-0.022830451110848873
6.24596,-0.022741322962445167
6.24696,-0.022676534110419314
6.24796,-0.02247663990739975
6.24896,-0.02240460977013513
6.24996,-0.0222894484738262
6.25096,-0.02232737893305844
6.25196,-0.02227192648310712
6.25296,-0.022157923317799796
6.25396,-0.02207318894545345
6.25496,-0.02195944011620465
6.25596,-0.02191266732650296
6.25696,-0.021805270890231748
6.25796,-0.02173019498348679
6.25896,-0.02145148827714472
6.25996,-0.021418277461523364
6.26096,-0.02140730368132733
6.26196,-0.02124155760146584
6.26296,-0.021181130491046994
6.26396,-0.02094263844034036
6.26496,-0.020896909165850443
6.26596,-0.02075281172628345
6.26696,-0.02053472718462159
6.26796,-0.020282249498223243
6.26896,-0.02019130302949753
6.26996,-0.020026301772077582
