TopK,AccuracyMean,AccuracyStd,BalancedAccuracyMean,BalancedAccuracyStd,F1MacroMean,F1MacroStd,ChanceAccuracy,ChanceBalancedAccuracy,AccuracyAboveChance,BalancedAccuracyAboveChance,AboveChanceCandidate
50,0.20232558139534884,0.04595753182177137,0.13040043290043288,0.035362851443805576,0.11202227766524091,0.03409337290059104,0.09090909090909091,0.09090909090909091,0.11141649048625793,0.039491341991341966,True
20,0.20116279069767443,0.04667962316969832,0.1268939393939394,0.036670664785736856,0.10866433460153317,0.03372866757030183,0.09090909090909091,0.09090909090909091,0.11025369978858351,0.03598484848484848,True
30,0.19883720930232557,0.05413372587627804,0.12245670995670996,0.03395280281975384,0.10247548691472992,0.030948032600329193,0.09090909090909091,0.09090909090909091,0.10792811839323466,0.03154761904761905,True
10,0.18604651162790697,0.046511627906976744,0.11433982683982684,0.034205253309302616,0.0953337241929719,0.032833424704503206,0.09090909090909091,0.09090909090909091,0.09513742071881606,0.023430735930735927,True
