SampleId,Group,HarvestYear,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43
11,G3,1404,172.6187789823521,332.36858080695987,450.194941103855,-178.93721731696598,88.30084510948573,37.07337454424482,-149.2467465795018,121.43460521624642,-202.79304448901533,84.69995793772378,31.086444023028506,-11.594707614585484,-21.47839891914058,-11.594984197599361,-69.95566507601454,28.063870581494204,-59.26500377920045,-18.512721422397835,-8.465636156253451,-25.771359622838478,-28.489633474255047,-10.337733535363508,25.679771058402935,6.5350174356448845,18.130259130814164,-8.195952697559362,19.503877501746175,18.35110768125747,-6.432307654794367,5.270155602833077,-22.865035894321814,21.13376389005393,2.9128173374132786,-2.0904000203755597,17.529650271984316,-0.1364261018998411,-0.1533451930908402,-10.717132062410666,7.441053366759289,-6.020198974604669,-14.913903896596814,-2.0198478711292656,-6.944163797906677e-13
12,G3,1404,-640.470273826474,157.7811300062133,124.39903608102891,-98.95104388967364,-14.808150855475388,-145.6595593806973,-140.52768700556985,3.9679634948070444,72.2953288758468,66.98018896169228,77.84912409792106,-96.20363814967494,40.90133699865974,-69.74759104799945,66.38388469015219,-12.629120734756887,-39.869129536766074,39.53583192434612,15.317356697823428,16.420327905569817,-7.150285404007671,15.793483852968027,-0.2731785532641241,-34.42726085520131,15.930293630390459,34.20502717862165,-7.731694150618222,11.011753851059552,36.48623163090808,18.327574591012876,-9.184839833177561,11.798738929631462,-7.261101842533071,14.469086273519169,-7.545297202184149,10.426080454957015,-0.3374956203938244,-0.488341099144472,10.616371668934097,8.197960524904165,8.267059143945277,-7.383369331492133,-6.944163797906671e-13
13,G4,1394,247.220175077874,-356.91018073814877,95.64569982516811,317.34344171881105,-171.43690272338281,-85.89609876739172,111.09513087830332,-216.73142733253974,-101.49000051063628,55.933076429344,51.27371693112694,-111.39394067065689,-144.62282194597972,28.27360609953796,95.03751759172964,93.71884658860921,-67.26100856416889,-70.0528214208307,-12.942395255946971,-18.48200955332037,28.04368513342184,45.108613657885186,-35.46691729593513,9.12993579135536,1.2288903645736007,3.5054235494281962,-3.7488276996854846,3.875631688094323,0.9171958795118844,-2.204816179492911,-0.39187176330599977,-3.377968930389827,1.9129047946900892,-1.7463914137200651,2.4232683813430733,0.19893499906913942,1.0192958958687233,0.013412415154007323,-1.6764832827369125,-0.7604746990968604,-1.2443172197326435,0.3353657056794636,-6.94416379790671e-13
14,G4,1404,1663.1303791375167,126.33937406977897,320.15888570880253,-151.98490480109595,256.3305309624975,-269.9605302334935,30.824766685861956,-149.77511256058114,-92.97013972424078,72.42560266130116,32.78888967097768,-84.03776596089995,41.0720028095156,-4.082812454058661,-71.40647449327467,2.0385743756758763,14.990705481943385,10.129261538241442,86.3405171311901,-7.946937491833588,-13.41545233262386,-11.845126872572969,-3.8393184783083325,-32.206196441928896,0.10424322741087154,12.506931129706045,-12.55678892332176,10.285425078070148,-22.709677316862713,-11.910825947489815,16.24458864551247,-9.802782953196134,12.440036125588103,9.676599976713815,7.948441251514123,6.491779822935037,6.709572329158175,7.0548551737207985,-6.78105780428186,1.8598753545686517,3.5663575517308397,-0.8264166820730645,-6.9441637979068e-13
15,G4,1404,191.89546409816407,-234.89715615289794,32.457913884299224,-275.2353641102369,168.518318492289,77.94893210458594,-52.17006824247506,71.32035256919748,-40.191289640448666,-72.92979266407517,33.29758947123474,31.30552867175454,91.73254371164049,-8.784369771147755,72.0052923323056,23.28170286459686,25.07673374206033,-37.536998821917656,52.877747895464346,-28.836304862781084,-9.082752787845532,21.519596086714238,-32.32376066611643,-6.909591808699369,-41.00542610903548,-35.72868098952182,10.396046801467929,7.085928168461707,12.484110580531972,-3.5635894873683474,-1.3932760336098022,-1.9401442117066623,-0.30033700371300454,-0.39549684966633264,-6.394117941551007,15.536114691724855,-25.978734494577292,-6.506136097194983,-3.9876036453766472,0.9515249027485784,-4.697274512678999,-0.9516939010967478,-6.944163797906686e-13
16,G4,1404,-143.7161190119635,25.628769455202228,273.1666786539341,-147.8855184069118,245.88974523581606,50.94624921570268,-182.71777462371122,52.49983365343675,91.56862497883718,-89.29099436119675,9.817491026343015,110.94723366891246,4.102332337711679,52.49053814026354,-20.139494267738076,25.079504051731988,-54.138860359823624,-39.32235896973015,21.340760599738132,10.307567558409652,16.952436891548416,6.932720058058043,-17.403178382638192,6.180877739210456,-1.3442448144667385,19.04329927700284,35.32061870861428,24.073355788567337,-4.349884189353239,4.2700335361622805,-8.752375412840975,-10.218501613156048,4.605657057586108,-3.267715787340098,-6.374873103216457,-21.695130877757514,-1.0731040237275096,16.941608216287896,3.628014397655569,-4.588706823930962,16.18557485935009,-0.6315698867859508,-6.944163797906713e-13
17,G4,1404,-895.6159408575928,-410.41532248441126,54.378588418932544,-157.21091648808746,-35.113388259451995,-195.56545130121728,26.282945554293697,12.149370006562602,-10.384748275107718,-50.394821108995984,-72.19225697064347,-54.928201680029474,-18.873125715550476,83.13403259182294,-32.337939543156736,-27.31830755555681,21.77523904858577,17.128245411468374,-42.431186965694046,23.68240574183899,18.97671650883454,3.023430277054293,-22.450432832596057,-31.676044211655842,-7.122160399631525,0.26745093728602887,5.815692359773161,-9.534875141703793,-3.977064823696651,2.449778295021548,6.92141096009728,-2.958529219538791,20.197351004923124,11.7027760386923,-6.206193174260845,4.074941179911139,-6.906474034119963,13.34513038629334,21.141231694465702,-10.394555856269971,-18.77874483910525,2.650485208682104,-6.944163797906732e-13
18,G4,1404,-273.2401033490822,-369.68057505262084,-49.85759109635829,-303.5194138493184,-29.43057099582246,-65.92819026319732,-191.5647448957048,-43.46666763588104,-6.050981259858509,-26.153759612924716,54.578386795483055,-35.69381897933361,-3.1823890260886154,-61.85727009003303,42.688166274167266,-79.3941606551328,31.60620555773445,-65.58623499782374,48.50071730728618,6.4109226234498,-18.377439017787527,3.401504529006004,6.83676771988749,7.885371236394821,-16.901820683319237,-4.82013883531832,-23.16628020179035,-6.525699314093735,3.7297418980709076,9.24644774403581,-0.6279575587315325,-6.183706944787091,-15.945940739052146,-12.113516514461276,-8.615557318930213,-10.381895103574553,24.117701536964447,-0.3379202572504204,4.609570162624481,-14.746827860831695,-9.538053552087197,4.0835988833745525,-6.94416379790672e-13
19,G4,1404,-432.1059561130913,-141.66413558211863,-64.73903243474348,-343.2365675603569,-251.1542929922553,-330.6499710253147,-10.705428717952833,75.43668440161126,66.02688664494575,-1.3399278736965572,13.378565219676188,41.346819584284475,-48.16967883329704,17.58986119483434,-82.22459636176542,-24.309410951483233,-29.773019300603888,-13.075012482589024,-59.89168846629574,-8.655613270709296,2.997347268189462,39.04949446490802,47.55057598160972,-32.498315003705514,-29.927575805782997,-14.34727755657314,-20.046785785818802,27.527905496346538,14.938938975680614,-14.97417110081137,6.192698446056349,-6.517100565248223,2.078960908581162,-12.560032412893742,7.788659841525254,4.236637056749949,-0.6265755797739372,-0.3446254970427768,-9.052409776286735,2.1894243400928426,8.125637041513912,1.3647768493652235,-6.944163797906677e-13
20,G5,1394,-907.3958661438495,975.1623754529038,-949.3387629965214,622.3638450085524,327.2893722449613,68.76369248678571,101.08450638946323,106.50169176459487,-14.411409476377568,103.46609122275788,117.60554539870837,-87.33734085563074,49.72337596817047,46.53325540418487,-33.68484211767572,-82.5381006397987,-8.166763770583312,-60.85849159791805,-4.526541523856441,-18.330736003219368,3.625909326368682,8.658125536720304,11.221605567517338,-10.485719766494128,3.0841187621117663,-0.6501187402884474,0.6434312256575416,2.673808847261921,-2.4566398725756016,-11.629891031175143,-6.980475004538247,-7.250902048721882,2.8703183840246185,1.5133754363978593,-4.658904875933893,0.3320566245057337,-0.7956256302903078,1.1240377147758318,1.4762272526362112,0.9339383223471273,-0.05411440519552591,-0.0008593102850186196,-6.944163797906725e-13
