ppm,global_mean,global_std
6.10396,11.251247296296297,36.23069506511151
6.10496,11.148760000000001,35.771728580000044
6.10596,11.021541629629631,35.28942914098064
6.10696,10.93052896296296,34.83895635798347
6.10796,10.86573977777778,34.33013579389565
6.10896,10.824603862962963,33.8466954763456
6.10996,10.701217592592593,33.44465095167901
6.11096,10.624652074074074,32.90439598965182
6.11196,10.65219261851852,32.407352207233885
6.11296,10.60107845925926,32.02471966395389
6.11396,10.496685111111113,31.61274410234449
6.11496,10.420336296296295,31.22003734518738
6.11596,10.336105851851856,30.634318987250527
6.11696,10.260479925925926,30.181278034134497
6.11796,10.201012814814815,29.832534815106804
6.11896,10.235447777777775,29.58995630974888
6.11996,10.205164859259261,29.255151298155145
6.12096,10.119039022222223,28.918066642587494
6.12196,10.152778074074073,28.69182989309396
6.12296,10.218748937037036,28.377803993573462
6.12396,10.241077066666666,28.11396120220311
6.12496,10.258077000000002,27.828499024208625
6.12596,10.335269459259264,27.66444608995807
6.12696,10.456557851851855,27.446702779351824
6.12796,10.634173111111112,27.42919097846122
6.12896,10.826936633333336,27.36697865779355
6.12996,11.057883792592591,27.540748632240074
6.13096,11.213204344444446,27.6812704589621
6.13196,11.475394814814813,27.99980163763796
6.13296,11.776738333333334,28.50436011858795
6.13396,12.09613696296296,29.0496920104585
6.13496,12.37996974074074,29.67661240640912
6.13596,12.695348888888892,30.148734853541765
6.13696,12.788446962962963,30.537194786719652
6.13796,12.893862222222223,30.92722328520311
6.13896,12.957726888888885,31.090790582098126
6.13996,12.962801444444445,31.04653585325763
6.14096,12.882620399999999,30.668034536744454
6.14196,12.747826581481478,30.106503155748417
6.14296,12.511474437037036,29.4971971343875
6.14396,12.207305229629629,28.897307115893746
6.14496,12.070342040740742,28.220181358928627
6.14596,11.927009925925924,27.79447383993939
6.14696,11.739843192592593,27.47446416589028
6.14796,11.63229048148148,27.34050433639337
6.14896,11.462765611111113,27.101062887549197
6.14996,11.334163877777778,26.92848152928055
